index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
47,77.07,1.647,-4.348,63.468,-686.482,63.468,-0.87,2000.0,54.95,197.8,2.55,30.20,32.75
48,78.72,1.650,-4.334,63.454,-684.832,63.454,-0.85,2000.0,55.05,198.2,2.55,30.20,32.75
49,80.38,1.653,-4.319,63.441,-683.179,63.441,-0.77,2000.0,55.17,198.6,2.55,30.20,32.75
50,82.03,1.657,-4.304,63.431,-681.522,63.431,-0.65,2000.0,55.26,198.9,2.55,30.20,32.75
51,83.69,1.660,-4.288,63.421,-679.863,63.421,-0.57,2000.0,55.37,199.3,2.50,30.20,32.70
52,85.36,1.663,-4.272,63.412,-678.200,63.412,-0.57,2000.0,55.47,199.7,2.50,30.20,32.70
53,87.02,1.665,-4.255,63.402,-676.535,63.402,-0.59,2000.0,55.55,200.0,2.50,30.20,32.70
54,88.52,1.501,-4.241,63.392,-675.034,63.392,-0.63,2000.0,55.65,200.3,2.50,30.20,32.70
55,90.03,1.504,-4.226,63.383,-673.530,63.383,-0.64,2000.0,55.76,200.7,2.50,30.20,32.70
56,91.53,1.507,-4.211,63.374,-672.023,63.374,-0.60,2000.0,55.83,201.0,2.50,30.20,32.70
57,93.04,1.509,-4.196,63.364,-670.515,63.364,-0.64,2000.0,55.92,201.3,2.50,30.20,32.70
58,94.55,1.512,-4.182,63.354,-669.003,63.354,-0.65,2000.0,56.03,201.7,2.50,30.20,32.70
59,96.07,1.514,-4.167,63.345,-667.489,63.345,-0.62,2000.0,56.11,202.0,2.50,30.20,32.70
60,97.58,1.516,-4.153,63.335,-665.973,63.335,-0.63,2000.0,56.20,202.3,2.50,30.25,32.75
61,99.10,1.519,-4.139,63.326,-664.454,63.326,-0.62,2000.0,56.30,202.7,2.50,30.25,32.75
62,100.62,1.521,-4.125,63.316,-662.933,63.316,-0.62,2000.0,56.38,203.0,2.45,30.25,32.70
63,102.15,1.523,-4.112,63.306,-661.410,63.306,-0.65,2000.0,56.46,203.3,2.45,30.25,32.70
64,103.67,1.526,-4.098,63.296,-659.884,63.296,-0.70,2000.0,56.56,203.6,2.45,30.25,32.70
65,105.20,1.528,-4.085,63.285,-658.355,63.285,-0.71,2000.0,56.65,204.0,2.45,30.25,32.70
66,106.73,1.531,-4.073,63.273,-656.825,63.273,-0.76,2000.0,56.74,204.2,2.45,30.25,32.70
67,108.27,1.533,-4.061,63.261,-655.292,63.261,-0.82,2000.0,56.81,204.5,2.45,30.25,32.70
68,109.80,1.535,-4.048,63.247,-653.757,63.247,-0.89,2000.0,56.91,204.9,2.45,30.25,32.70
69,111.34,1.538,-4.037,63.233,-652.219,63.233,-0.88,2000.0,57.00,205.2,2.45,30.25,32.70
70,112.88,1.541,-4.025,63.220,-650.679,63.220,-0.87,2000.0,57.10,205.5,2.45,30.25,32.70
71,114.42,1.543,-4.014,63.207,-649.136,63.207,-0.82,2000.0,57.18,205.8,2.45,30.25,32.70
72,115.97,1.545,-4.003,63.195,-647.591,63.195,-0.80,2000.0,57.28,206.2,2.45,30.25,32.70
73,117.52,1.548,-3.993,63.183,-646.043,63.183,-0.78,2000.0,57.35,206.5,2.45,30.25,32.70
74,119.07,1.549,-3.983,63.170,-644.494,63.170,-0.81,2000.0,57.42,206.7,2.45,30.25,32.70
75,120.62,1.552,-3.973,63.157,-642.942,63.157,-0.85,2000.0,57.53,207.1,2.45,30.25,32.70
76,122.17,1.554,-3.963,63.145,-641.387,63.145,-0.77,2000.0,57.60,207.4,2.45,30.20,32.65
77,123.73,1.557,-3.953,63.134,-639.831,63.134,-0.72,2000.0,57.70,207.7,2.45,30.20,32.65
78,125.29,1.559,-3.943,63.124,-638.271,63.124,-0.64,2000.0,57.80,208.1,2.45,30.20,32.65
79,126.85,1.562,-3.934,63.115,-636.710,63.115,-0.56,2000.0,57.88,208.4,2.45,30.20,32.65
80,128.41,1.564,-3.925,63.107,-635.146,63.107,-0.53,2000.0,57.95,208.6,2.50,30.20,32.70
81,129.98,1.566,-3.915,63.099,-633.580,63.099,-0.51,2000.0,58.04,209.0,2.50,30.20,32.70
82,131.55,1.569,-3.906,63.091,-632.011,63.091,-0.48,2000.0,58.14,209.3,2.50,30.20,32.70
83,133.12,1.571,-3.896,63.084,-630.441,63.084,-0.44,2000.0,58.20,209.5,2.50,30.20,32.70
84,134.69,1.573,-3.887,63.077,-628.868,63.077,-0.47,2000.0,58.30,209.9,2.50,30.20,32.70
85,136.27,1.576,-3.877,63.069,-627.293,63.069,-0.47,2000.0,58.39,210.2,2.50,30.20,32.70
86,137.84,1.577,-3.867,63.062,-625.715,63.062,-0.46,2000.0,58.44,210.4,2.50,30.20,32.70
87,139.42,1.579,-3.857,63.054,-624.136,63.054,-0.53,2000.0,58.54,210.8,2.50,30.20,32.70
88,141.01,1.582,-3.847,63.045,-622.554,63.045,-0.53,2000.0,58.64,211.1,2.50,30.20,32.70
89,142.59,1.584,-3.837,63.037,-620.970,63.037,-0.56,2000.0,58.71,211.4,2.50,30.20,32.70
90,144.18,1.586,-3.827,63.027,-619.383,63.027,-0.61,2000.0,58.79,211.7,2.50,30.20,32.70
91,145.77,1.589,-3.816,63.017,-617.795,63.017,-0.64,2000.0,58.89,212.0,2.50,30.20,32.70
92,147.36,1.591,-3.806,63.006,-616.204,63.006,-0.67,2000.0,58.97,212.3,2.50,30.20,32.70
93,148.95,1.593,-3.795,62.995,-614.611,62.995,-0.70,2000.0,59.03,212.5,2.50,13.50,16.00
94,150.54,1.595,-3.784,62.983,-613.015,62.983,-0.76,2000.0,59.14,212.9,2.50,13.50,16.00
95,152.14,1.598,-3.773,62.971,-611.417,62.971,-0.75,2000.0,59.21,213.2,2.50,13.50,16.00
96,153.74,1.600,-3.763,62.959,-609.818,62.959,-0.77,2000.0,59.29,213.4,2.50,13.50,16.00
97,155.34,1.602,-3.752,62.946,-608.215,62.946,-0.78,2000.0,59.39,213.8,2.50,30.20,32.70
98,156.95,1.605,-3.741,62.934,-606.611,62.934,-0.75,2000.0,59.46,214.1,2.50,30.15,32.65
99,158.56,1.607,-3.730,62.921,-605.004,62.921,-0.79,2000.0,59.55,214.4,2.55,30.15,32.70
100,160.17,1.609,-3.720,62.909,-603.395,62.909,-0.79,2000.0,59.62,214.6,2.55,30.15,32.70
101,161.78,1.611,-3.709,62.896,-601.784,62.896,-0.81,2000.0,59.72,215.0,2.55,30.15,32.70
102,163.39,1.613,-3.699,62.883,-600.171,62.883,-0.79,2000.0,59.78,215.2,2.55,30.15,32.70
103,165.01,1.615,-3.689,62.870,-598.555,62.870,-0.81,2000.0,59.87,215.5,2.55,30.15,32.70
104,166.62,1.618,-3.679,62.857,-596.938,62.857,-0.79,2000.0,59.96,215.9,2.55,30.15,32.70
105,168.24,1.620,-3.670,62.845,-595.318,62.845,-0.76,2000.0,60.04,216.1,2.55,30.15,32.70
106,169.87,1.622,-3.660,62.833,-593.695,62.833,-0.72,2000.0,60.13,216.5,2.55,30.15,32.70
107,171.49,1.625,-3.651,62.822,-592.071,62.822,-0.70,2000.0,60.22,216.8,2.55,30.15,32.70
108,173.12,1.627,-3.642,62.810,-590.444,62.810,-0.69,2000.0,60.28,217.0,2.55,30.15,32.70
109,174.75,1.629,-3.634,62.798,-588.815,62.798,-0.76,2000.0,60.35,217.3,2.55,13.45,16.00
110,176.38,1.631,-3.625,62.785,-587.185,62.785,-0.79,2000.0,60.44,217.6,2.55,30.15,32.70
111,178.01,1.633,-3.617,62.772,-585.551,62.772,-0.82,2000.0,60.53,217.9,2.55,30.15,32.70
112,179.64,1.635,-3.609,62.759,-583.916,62.759,-0.81,2000.0,60.60,218.2,2.55,30.15,32.70
113,181.28,1.638,-3.601,62.745,-582.279,62.745,-0.83,2000.0,60.69,218.5,2.60,30.10,32.70
114,182.92,1.640,-3.593,62.732,-580.639,62.732,-0.82,2000.0,60.78,218.8,2.60,30.10,32.70
115,184.56,1.642,-3.585,62.718,-578.997,62.718,-0.84,2000.0,60.86,219.1,2.60,30.10,32.70
116,186.21,1.644,-3.577,62.703,-577.353,62.703,-0.87,2000.0,60.90,219.3,2.60,30.10,32.70
117,187.85,1.646,-3.569,62.688,-575.707,62.688,-0.96,2000.0,61.00,219.6,2.60,30.10,32.70
118,189.50,1.648,-3.561,62.672,-574.059,62.672,-0.94,2000.0,61.08,219.9,2.60,30.10,32.70
119,191.15,1.651,-3.552,62.657,-572.409,62.657,-0.94,2000.0,61.18,220.2,2.60,30.10,32.70
120,192.81,1.653,-3.544,62.641,-570.756,62.641,-0.95,2000.0,61.22,220.4,2.60,30.10,32.70
121,194.46,1.654,-3.536,62.624,-569.102,62.624,-1.02,2000.0,61.31,220.7,2.60,30.10,32.70
122,196.12,1.657,-3.527,62.607,-567.446,62.607,-1.02,2000.0,61.41,221.1,2.60,30.10,32.70
123,197.78,1.659,-3.518,62.591,-565.787,62.591,-0.99,2000.0,61.48,221.3,2.60,30.10,32.70
124,199.44,1.661,-3.509,62.575,-564.126,62.575,-0.98,2000.0,61.57,221.6,2.60,30.05,32.65
125,201.10,1.664,-3.500,62.558,-562.462,62.558,-0.97,2000.0,61.65,221.9,2.60,30.05,32.65
126,202.77,1.666,-3.490,62.542,-560.796,62.542,-1.00,2000.0,61.72,222.2,2.60,30.05,32.65
127,204.43,1.667,-3.481,62.524,-559.129,62.524,-1.09,2000.0,61.79,222.4,2.65,30.05,32.70
128,206.10,1.669,-3.471,62.504,-557.460,62.504,-1.18,2000.0,61.85,222.7,2.65,30.05,32.70
129,207.77,1.671,-3.461,62.483,-555.789,62.483,-1.23,2000.0,61.93,223.0,2.65,30.05,32.70
130,209.45,1.674,-3.450,62.463,-554.115,62.463,-1.23,2000.0,62.04,223.3,2.65,30.05,32.70
131,211.12,1.676,-3.440,62.443,-552.439,62.443,-1.20,2000.0,62.11,223.6,2.65,30.05,32.70
132,212.80,1.678,-3.429,62.423,-550.761,62.423,-1.17,2000.0,62.19,223.9,2.65,30.05,32.70
133,214.48,1.681,-3.418,62.404,-549.081,62.404,-1.15,2000.0,62.27,224.2,2.65,30.05,32.70
134,216.17,1.683,-3.407,62.385,-547.399,62.385,-1.11,2000.0,62.35,224.5,2.65,30.05,32.70
135,217.85,1.685,-3.395,62.366,-545.714,62.366,-1.10,2000.0,62.44,224.8,2.65,30.05,32.70
136,219.54,1.687,-3.384,62.348,-544.027,62.348,-1.08,2000.0,62.49,225.0,2.65,30.05,32.70
137,221.04,1.501,-3.374,62.332,-542.527,62.332,-1.08,2000.0,62.57,225.3,2.65,30.05,32.70
138,222.54,1.503,-3.363,62.316,-541.024,62.316,-1.04,2000.0,62.65,225.5,2.65,30.05,32.70
139,224.04,1.504,-3.353,62.301,-539.520,62.301,-1.00,2000.0,62.71,225.8,2.65,30.05,32.70
140,225.55,1.506,-3.342,62.286,-538.014,62.286,-1.04,2000.0,62.78,226.0,2.65,30.05,32.70
141,227.06,1.507,-3.331,62.270,-536.506,62.270,-1.04,2000.0,62.83,226.2,2.65,30.05,32.70
142,228.57,1.509,-3.321,62.254,-534.998,62.254,-1.07,2000.0,62.92,226.5,2.65,30.05,32.70
143,230.08,1.511,-3.310,62.238,-533.487,62.238,-1.06,2000.0,62.99,226.8,2.65,30.05,32.70
144,231.59,1.512,-3.299,62.222,-531.974,62.222,-1.04,2000.0,63.04,226.9,2.65,30.05,32.70
145,233.10,1.514,-3.288,62.206,-530.461,62.206,-1.08,2000.0,63.13,227.3,2.65,30.05,32.70
146,234.62,1.516,-3.277,62.190,-528.945,62.190,-1.06,2000.0,63.18,227.5,2.65,30.05,32.70
147,236.14,1.517,-3.266,62.174,-527.428,62.174,-1.06,2000.0,63.25,227.7,2.65,30.05,32.70
148,237.66,1.519,-3.255,62.158,-525.909,62.158,-1.04,2000.0,63.33,228.0,2.65,30.05,32.70
149,239.18,1.521,-3.243,62.142,-524.388,62.142,-1.01,2000.0,63.40,228.3,2.65,30.05,32.70
150,240.70,1.523,-3.232,62.127,-522.865,62.127,-1.00,2000.0,63.47,228.5,2.65,30.05,32.70
151,242.22,1.524,-3.221,62.112,-521.341,62.112,-1.02,2000.0,63.53,228.7,2.70,30.05,32.75
152,243.75,1.525,-3.209,62.096,-519.816,62.096,-1.05,2000.0,63.58,228.9,2.70,30.05,32.75
153,245.28,1.527,-3.197,62.079,-518.289,62.079,-1.06,2000.0,63.67,229.2,2.70,30.05,32.75
154,246.81,1.529,-3.185,62.064,-516.760,62.064,-1.04,2000.0,63.74,229.4,2.70,30.05,32.75
155,248.34,1.530,-3.173,62.048,-515.230,62.048,-1.04,2000.0,63.79,229.6,2.70,30.05,32.75
156,249.87,1.532,-3.161,62.031,-513.698,62.031,-1.09,2000.0,63.86,229.9,2.70,30.05,32.75
157,251.40,1.533,-3.148,62.014,-512.165,62.014,-1.09,2000.0,63.91,230.1,2.70,30.05,32.75
158,252.94,1.535,-3.136,61.997,-510.630,61.997,-1.10,2000.0,64.00,230.4,2.70,30.05,32.75
159,254.47,1.537,-3.123,61.980,-509.094,61.980,-1.10,2000.0,64.06,230.6,2.70,30.05,32.75
160,256.01,1.537,-3.110,61.963,-507.556,61.963,-1.11,2000.0,64.08,230.7,2.70,30.05,32.75
161,257.55,1.539,-3.096,61.946,-506.017,61.946,-1.16,2000.0,64.19,231.1,2.70,30.05,32.75
162,259.09,1.541,-3.083,61.928,-504.476,61.928,-1.12,2000.0,64.26,231.3,2.70,30.05,32.75
163,260.63,1.543,-3.069,61.911,-502.933,61.911,-1.10,2000.0,64.32,231.6,2.70,30.05,32.75
164,262.18,1.545,-3.055,61.894,-501.388,61.894,-1.11,2000.0,64.39,231.8,2.70,30.05,32.75
165,263.72,1.546,-3.040,61.877,-499.843,61.877,-1.11,2000.0,64.44,232.0,2.70,30.05,32.75
166,265.27,1.548,-3.026,61.859,-498.295,61.859,-1.13,2000.0,64.53,232.3,2.70,30.05,32.75
167,266.82,1.550,-3.011,61.842,-496.746,61.842,-1.11,2000.0,64.58,232.5,2.70,30.05,32.75
168,268.37,1.551,-2.996,61.825,-495.195,61.825,-1.13,2000.0,64.64,232.7,2.65,30.05,32.70
169,269.93,1.552,-2.981,61.807,-493.643,61.807,-1.12,2000.0,64.71,233.0,2.65,30.05,32.70
170,271.48,1.554,-2.966,61.790,-492.089,61.790,-1.09,2000.0,64.79,233.2,2.65,30.05,32.70
171,273.04,1.556,-2.950,61.774,-490.533,61.774,-1.07,2000.0,64.85,233.4,2.65,30.05,32.70
172,274.59,1.557,-2.935,61.757,-488.977,61.757,-1.11,2000.0,64.88,233.6,2.65,30.05,32.70
173,276.15,1.558,-2.919,61.739,-487.419,61.739,-1.16,2000.0,64.96,233.9,2.65,30.05,32.70
174,277.71,1.560,-2.903,61.720,-485.859,61.720,-1.16,2000.0,65.05,234.2,2.65,30.05,32.70
175,279.27,1.562,-2.887,61.702,-484.297,61.702,-1.15,2000.0,65.09,234.3,2.65,30.05,32.70
176,280.83,1.563,-2.871,61.684,-482.735,61.684,-1.21,2000.0,65.15,234.6,2.65,30.10,32.75
177,282.40,1.565,-2.855,61.664,-481.170,61.664,-1.26,2000.0,65.22,234.8,2.65,30.10,32.75
178,283.97,1.566,-2.839,61.643,-479.605,61.643,-1.30,2000.0,65.26,234.9,2.65,30.10,32.75
179,285.53,1.567,-2.822,61.622,-478.037,61.622,-1.34,2000.0,65.35,235.3,2.65,30.10,32.75
180,287.10,1.569,-2.806,61.601,-476.468,61.601,-1.33,2000.0,65.42,235.5,2.65,30.10,32.75
181,288.67,1.571,-2.790,61.581,-474.897,61.581,-1.31,2000.0,65.48,235.7,2.65,30.10,32.75
182,290.25,1.572,-2.774,61.560,-473.325,61.560,-1.31,2000.0,65.55,236.0,2.60,30.10,32.70
183,291.82,1.574,-2.758,61.540,-471.751,61.540,-1.31,2000.0,65.61,236.2,2.60,30.10,32.70
184,293.40,1.576,-2.742,61.519,-470.176,61.519,-1.31,2000.0,65.67,236.4,2.60,30.10,32.70
185,294.97,1.577,-2.726,61.499,-468.600,61.499,-1.30,2000.0,65.73,236.6,2.60,30.10,32.70
186,296.55,1.578,-2.710,61.478,-467.021,61.478,-1.30,2000.0,65.80,236.9,2.60,30.10,32.70
187,298.13,1.580,-2.695,61.458,-465.441,61.458,-1.27,2000.0,65.86,237.1,2.60,30.10,32.70
188,299.71,1.581,-2.679,61.438,-463.861,61.438,-1.27,2000.0,65.88,237.2,2.60,30.10,32.70
189,301.29,1.581,-2.664,61.418,-462.280,61.418,-1.28,2000.0,65.84,237.0,2.60,30.10,32.70
190,302.87,1.579,-2.649,61.397,-460.701,61.397,-1.29,2000.0,65.78,236.8,2.60,30.15,32.75
191,304.45,1.578,-2.634,61.377,-459.123,61.377,-1.30,2000.0,65.73,236.6,2.60,30.15,32.75
192,306.03,1.577,-2.619,61.356,-457.546,61.356,-1.34,2000.0,65.67,236.4,2.60,30.15,32.75
193,307.60,1.575,-2.605,61.333,-455.971,61.333,-1.42,2000.0,65.62,236.2,2.60,30.15,32.75
194,309.18,1.574,-2.590,61.310,-454.397,61.310,-1.48,2000.0,65.55,236.0,2.60,30.15,32.75
195,310.75,1.572,-2.576,61.287,-452.825,61.287,-1.49,2000.0,65.50,235.8,2.55,30.15,32.70
196,312.32,1.571,-2.563,61.262,-451.254,61.262,-1.54,2000.0,65.43,235.6,2.55,30.15,32.70
197,313.89,1.570,-2.549,61.238,-449.685,61.238,-1.52,2000.0,65.37,235.3,2.55,30.15,32.70
198,315.46,1.568,-2.536,61.215,-448.118,61.215,-1.51,2000.0,65.27,235.0,2.55,30.15,32.70
199,317.02,1.566,-2.523,61.191,-446.552,61.191,-1.52,2000.0,65.22,234.8,2.55,30.20,32.75
200,318.59,1.565,-2.511,61.168,-444.987,61.168,-1.50,2000.0,65.24,234.9,2.55,30.30,32.85
201,320.15,1.566,-2.499,61.144,-443.421,61.144,-1.49,2000.0,65.29,235.0,2.55,30.40,32.95
202,321.72,1.568,-2.486,61.121,-441.853,61.121,-1.47,2000.0,65.34,235.2,2.55,30.50,33.05
203,323.29,1.569,-2.474,61.098,-440.285,61.098,-1.48,2000.0,65.38,235.4,2.55,30.60,33.15
204,324.86,1.569,-2.463,61.075,-438.716,61.075,-1.48,2000.0,65.42,235.5,2.55,30.70,33.25
205,326.43,1.571,-2.451,61.051,-437.145,61.051,-1.48,2000.0,65.49,235.8,2.55,30.75,33.30
206,328.00,1.572,-2.440,61.029,-435.572,61.029,-1.42,2000.0,65.54,236.0,2.55,30.75,33.30
207,329.58,1.574,-2.429,61.007,-433.999,61.007,-1.39,2000.0,65.60,236.2,2.55,30.75,33.30
208,331.15,1.575,-2.418,60.986,-432.424,60.986,-1.35,2000.0,65.65,236.3,2.55,30.75,33.30
209,332.73,1.576,-2.407,60.965,-430.848,60.965,-1.35,2000.0,65.71,236.6,2.55,30.75,33.30
210,334.31,1.578,-2.396,60.944,-429.270,60.944,-1.32,2000.0,65.76,236.7,2.55,30.75,33.30
211,335.89,1.579,-2.386,60.923,-427.691,60.923,-1.33,2000.0,65.81,236.9,2.55,30.75,33.30
212,337.47,1.580,-2.376,60.901,-426.112,60.901,-1.35,2000.0,65.85,237.1,2.55,30.75,33.30
213,339.05,1.581,-2.367,60.880,-424.531,60.880,-1.37,2000.0,65.91,237.3,2.55,30.75,33.30
214,340.63,1.582,-2.358,60.859,-422.948,60.859,-1.34,2000.0,65.95,237.4,2.55,30.75,33.30
215,342.21,1.584,-2.349,60.837,-421.365,60.837,-1.35,2000.0,66.02,237.7,2.60,30.75,33.35
216,343.80,1.585,-2.341,60.815,-419.780,60.815,-1.38,2000.0,66.04,237.7,2.60,30.75,33.35
217,345.38,1.585,-2.333,60.792,-418.195,60.792,-1.47,2000.0,66.05,237.8,2.60,30.75,33.35
218,346.97,1.586,-2.325,60.768,-416.609,60.768,-1.53,2000.0,66.14,238.1,2.60,30.75,33.35
219,348.56,1.588,-2.319,60.744,-415.021,60.744,-1.50,2000.0,66.21,238.4,2.60,30.75,33.35
220,350.15,1.590,-2.313,60.721,-413.432,60.721,-1.47,2000.0,66.26,238.5,2.60,30.75,33.35
221,351.74,1.591,-2.308,60.697,-411.841,60.697,-1.50,2000.0,66.29,238.7,2.60,30.70,33.30
222,353.33,1.592,-2.304,60.672,-410.250,60.672,-1.54,2000.0,66.35,238.9,2.65,30.70,33.35
223,354.92,1.593,-2.301,60.648,-408.657,60.648,-1.54,2000.0,66.41,239.1,2.65,24.10,26.75
224,356.52,1.595,-2.299,60.623,-407.062,60.623,-1.54,2000.0,66.46,239.2,2.65,23.80,26.45
225,358.11,1.596,-2.298,60.598,-405.467,60.598,-1.55,2000.0,66.51,239.4,2.65,23.55,26.20
226,359.71,1.597,-2.297,60.573,-403.870,60.573,-1.56,2000.0,66.56,239.6,2.70,23.25,25.95
227,361.31,1.598,-2.299,60.548,-402.272,60.548,-1.56,2000.0,66.61,239.8,2.70,22.95,25.65
228,362.91,1.599,-2.301,60.523,-400.673,60.523,-1.58,2000.0,66.66,240.0,2.70,22.65,25.35
229,364.51,1.600,-2.304,60.497,-399.073,60.497,-1.60,2000.0,66.71,240.1,2.75,22.35,25.10
230,366.11,1.602,-2.309,60.471,-397.471,60.471,-1.64,2000.0,66.76,240.3,2.75,22.05,24.80
231,367.71,1.603,-2.314,60.444,-395.869,60.444,-1.70,2000.0,66.80,240.5,2.75,21.75,24.50
232,369.32,1.604,-2.321,60.415,-394.266,60.415,-1.79,2000.0,66.83,240.6,2.80,21.45,24.25
233,370.92,1.605,-2.329,60.385,-392.661,60.385,-1.86,2000.0,66.88,240.8,2.80,21.15,23.95
234,372.53,1.606,-2.338,60.355,-391.056,60.355,-1.86,2000.0,66.93,241.0,2.85,20.85,23.70
235,374.13,1.607,-2.348,60.326,-389.449,60.326,-1.82,2000.0,67.00,241.2,2.85,20.55,23.40
236,375.74,1.609,-2.360,60.297,-387.840,60.297,-1.80,2000.0,67.04,241.4,2.90,20.20,23.10
237,377.35,1.609,-2.373,60.268,-386.232,60.268,-1.79,2000.0,67.04,241.3,2.90,19.90,22.80
238,378.96,1.610,-2.388,60.238,-384.622,60.238,-1.84,2000.0,67.13,241.7,2.95,19.60,22.55
