index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
129,211.46,1.528,-3.442,62.437,-551.968,62.437,-1.19,2000.0,63.67,229.2,2.65,30.05,32.70
130,212.99,1.529,-3.428,62.419,-550.439,62.419,-1.17,2000.0,63.75,229.5,2.65,30.05,32.70
131,214.52,1.531,-3.414,62.401,-548.908,62.401,-1.14,2000.0,63.81,229.7,2.65,30.05,32.70
132,216.05,1.532,-3.399,62.384,-547.376,62.384,-1.11,2000.0,63.88,230.0,2.65,30.05,32.70
133,217.59,1.534,-3.385,62.368,-545.842,62.368,-1.09,2000.0,63.95,230.2,2.65,30.05,32.70
134,219.12,1.535,-3.370,62.351,-544.307,62.351,-1.07,2000.0,64.00,230.4,2.65,30.05,32.70
135,220.66,1.537,-3.356,62.335,-542.770,62.335,-1.07,2000.0,64.07,230.6,2.65,30.05,32.70
136,222.20,1.539,-3.341,62.319,-541.232,62.319,-1.04,2000.0,64.15,230.9,2.65,30.05,32.70
137,223.74,1.540,-3.326,62.303,-539.691,62.303,-0.99,2000.0,64.20,231.1,2.60,30.05,32.65
138,225.28,1.542,-3.311,62.288,-538.150,62.288,-1.02,2000.0,64.27,231.4,2.60,30.05,32.65
139,226.82,1.543,-3.297,62.272,-536.607,62.272,-1.03,2000.0,64.31,231.5,2.60,30.05,32.65
140,228.37,1.545,-3.282,62.255,-535.062,62.255,-1.06,2000.0,64.39,231.8,2.60,30.05,32.65
141,229.91,1.547,-3.268,62.239,-533.516,62.239,-1.05,2000.0,64.47,232.1,2.60,30.10,32.70
142,231.46,1.548,-3.254,62.223,-531.968,62.223,-1.04,2000.0,64.52,232.3,2.60,30.10,32.70
143,233.01,1.549,-3.240,62.206,-530.419,62.206,-1.07,2000.0,64.59,232.5,2.60,30.10,32.70
144,234.56,1.551,-3.226,62.190,-528.868,62.190,-1.05,2000.0,64.65,232.7,2.60,30.10,32.70
145,236.12,1.552,-3.213,62.174,-527.316,62.174,-1.06,2000.0,64.71,233.0,2.60,30.10,32.70
146,237.67,1.554,-3.200,62.158,-525.762,62.158,-1.04,2000.0,64.79,233.2,2.60,30.10,32.70
147,239.23,1.556,-3.187,62.142,-524.206,62.142,-1.01,2000.0,64.86,233.5,2.60,30.10,32.70
148,240.78,1.557,-3.175,62.126,-522.649,62.126,-1.00,2000.0,64.92,233.7,2.60,30.10,32.70
149,242.34,1.559,-3.164,62.110,-521.090,62.110,-1.03,2000.0,64.96,233.9,2.60,30.10,32.70
150,243.90,1.560,-3.153,62.094,-519.530,62.094,-1.06,2000.0,65.02,234.1,2.60,30.10,32.70
151,245.46,1.562,-3.142,62.077,-517.969,62.077,-1.06,2000.0,65.11,234.4,2.65,30.10,32.75
152,247.03,1.563,-3.132,62.061,-516.406,62.061,-1.04,2000.0,65.16,234.6,2.65,30.10,32.75
153,248.59,1.565,-3.123,62.044,-514.841,62.044,-1.06,2000.0,65.22,234.8,2.65,30.05,32.70
154,250.16,1.566,-3.114,62.027,-513.275,62.027,-1.10,2000.0,65.28,235.0,2.65,30.05,32.70
155,251.72,1.567,-3.105,62.010,-511.708,62.010,-1.10,2000.0,65.34,235.2,2.65,30.05,32.70
156,253.29,1.569,-3.097,61.992,-510.139,61.992,-1.11,2000.0,65.42,235.5,2.65,30.05,32.70
157,254.86,1.571,-3.089,61.975,-508.568,61.975,-1.10,2000.0,65.46,235.7,2.65,30.05,32.70
158,256.44,1.572,-3.082,61.957,-506.996,61.957,-1.13,2000.0,65.52,235.9,2.65,30.05,32.70
159,258.01,1.574,-3.075,61.939,-505.423,61.939,-1.14,2000.0,65.61,236.2,2.65,30.05,32.70
160,259.58,1.575,-3.069,61.922,-503.848,61.922,-1.09,2000.0,65.66,236.4,2.65,30.05,32.70
161,261.16,1.577,-3.064,61.905,-502.271,61.905,-1.11,2000.0,65.73,236.6,2.70,30.05,32.75
162,262.74,1.578,-3.058,61.887,-500.693,61.887,-1.11,2000.0,65.77,236.8,2.70,30.05,32.75
163,264.32,1.579,-3.054,61.869,-499.114,61.869,-1.15,2000.0,65.84,237.0,2.70,30.00,32.70
164,265.90,1.581,-3.050,61.851,-497.533,61.851,-1.15,2000.0,65.91,237.3,2.70,30.00,32.70
165,267.48,1.583,-3.046,61.833,-495.950,61.833,-1.14,2000.0,65.96,237.5,2.70,30.00,32.70
166,269.07,1.584,-3.043,61.815,-494.367,61.815,-1.15,2000.0,66.02,237.7,2.75,30.00,32.75
167,270.65,1.585,-3.040,61.797,-492.781,61.797,-1.13,2000.0,66.09,237.9,2.75,30.00,32.75
168,272.24,1.587,-3.038,61.779,-491.194,61.779,-1.10,2000.0,66.16,238.2,2.75,30.00,32.75
169,273.83,1.588,-3.037,61.761,-489.606,61.761,-1.11,2000.0,66.20,238.3,2.75,29.95,32.70
170,275.42,1.589,-3.036,61.743,-488.017,61.743,-1.16,2000.0,66.25,238.5,2.75,29.95,32.70
171,277.01,1.591,-3.036,61.724,-486.426,61.724,-1.17,2000.0,66.33,238.8,2.80,29.95,32.75
172,278.60,1.593,-3.037,61.706,-484.833,61.706,-1.17,2000.0,66.39,239.0,2.80,29.95,32.75
173,280.19,1.594,-3.039,61.686,-483.239,61.686,-1.21,2000.0,66.43,239.1,2.80,29.90,32.70
174,281.79,1.595,-3.041,61.666,-481.644,61.666,-1.27,2000.0,66.50,239.4,2.85,29.90,32.75
175,283.39,1.597,-3.045,61.645,-480.047,61.645,-1.31,2000.0,66.54,239.5,2.85,29.90,32.75
176,284.98,1.598,-3.049,61.623,-478.450,61.623,-1.37,2000.0,66.61,239.8,2.85,29.85,32.70
177,286.58,1.600,-3.055,61.601,-476.850,61.601,-1.37,1918.7,66.68,240.0,2.90,29.85,32.75
178,288.19,1.601,-3.063,61.580,-475.249,61.580,-1.36,1803.9,66.74,240.3,2.90,29.85,32.75
179,289.79,1.603,-3.071,61.558,-473.647,61.558,-1.36,1708.2,66.80,240.5,2.90,29.80,32.70
180,291.39,1.604,-3.082,61.536,-472.043,61.536,-1.36,1636.2,66.86,240.7,2.95,29.80,32.75
181,293.00,1.605,-3.094,61.514,-470.438,61.514,-1.36,1584.9,66.92,240.9,2.95,29.75,32.70
182,294.60,1.607,-3.107,61.492,-468.831,61.492,-1.36,1551.6,66.97,241.1,3.00,29.75,32.75
183,296.21,1.608,-3.122,61.471,-467.223,61.471,-1.35,1530.3,67.04,241.3,3.00,29.70,32.70
184,297.82,1.610,-3.140,61.449,-465.614,61.449,-1.32,1537.9,67.09,241.5,3.05,29.70,32.75
185,299.43,1.611,-3.158,61.428,-464.003,61.428,-1.32,1563.9,67.15,241.7,3.10,29.65,32.75
186,301.04,1.612,-3.179,61.407,-462.391,61.407,-1.32,1607.6,67.19,241.9,3.10,29.60,32.70
187,302.66,1.614,-3.201,61.385,-460.778,61.385,-1.33,1654.6,67.26,242.1,3.15,29.60,32.75
188,304.27,1.615,-3.225,61.364,-459.163,61.364,-1.34,1711.3,67.32,242.4,3.20,29.55,32.75
189,305.89,1.616,-3.250,61.341,-457.547,61.341,-1.38,1745.4,67.36,242.5,3.20,29.50,32.70
190,307.51,1.617,-3.277,61.318,-455.930,61.318,-1.45,1762.6,67.40,242.6,3.25,29.45,32.70
191,309.13,1.619,-3.305,61.294,-454.312,61.294,-1.51,1759.6,67.48,242.9,3.30,29.45,32.75
192,310.75,1.620,-3.335,61.269,-452.693,61.269,-1.53,1763.0,67.52,243.1,3.35,29.40,32.75
193,312.37,1.621,-3.366,61.244,-451.072,61.244,-1.56,1759.9,67.60,243.3,3.40,29.35,32.75
194,313.99,1.623,-3.399,61.219,-449.449,61.219,-1.54,1786.6,67.65,243.6,3.40,29.30,32.70
195,315.61,1.624,-3.433,61.193,-447.825,61.193,-1.55,1830.6,67.71,243.8,3.45,29.25,32.70
196,317.24,1.626,-3.469,61.168,-446.200,61.168,-1.56,1915.5,67.77,244.0,3.50,29.25,32.75
197,318.87,1.627,-3.507,61.143,-444.573,61.143,-1.56,2000.0,67.82,244.2,3.55,29.30,32.85
198,320.50,1.629,-3.545,61.117,-442.945,61.117,-1.55,2000.0,67.89,244.4,3.60,29.35,32.95
199,322.13,1.630,-3.585,61.092,-441.316,61.092,-1.54,2000.0,67.95,244.6,3.65,29.40,33.05
200,323.76,1.631,-3.627,61.067,-439.685,61.067,-1.55,2000.0,67.99,244.8,3.70,29.45,33.15
201,325.39,1.632,-3.669,61.041,-438.054,61.041,-1.58,2000.0,68.04,244.9,3.75,29.45,33.20
202,327.02,1.634,-3.712,61.016,-436.420,61.016,-1.55,2000.0,68.11,245.2,3.85,29.50,33.35
203,328.66,1.636,-3.757,60.991,-434.786,60.991,-1.50,2000.0,68.17,245.4,3.90,29.45,33.35
204,330.30,1.637,-3.802,60.967,-433.149,60.967,-1.46,2000.0,68.23,245.6,3.95,29.40,33.35
205,331.93,1.638,-3.847,60.944,-431.512,60.944,-1.45,2000.0,68.28,245.8,4.00,29.35,33.35
206,333.57,1.639,-3.894,60.920,-429.874,60.920,-1.43,2000.0,68.33,246.0,4.05,29.30,33.35
207,335.21,1.641,-3.940,60.897,-428.234,60.897,-1.43,2000.0,68.39,246.2,4.10,29.25,33.35
208,336.86,1.642,-3.987,60.873,-426.593,60.873,-1.45,2000.0,68.43,246.4,4.15,29.15,33.30
209,338.50,1.643,-4.034,60.849,-424.950,60.849,-1.47,2000.0,68.48,246.5,4.25,29.10,33.35
210,340.14,1.644,-4.081,60.825,-423.307,60.825,-1.47,2000.0,68.55,246.8,4.30,29.05,33.35
211,341.79,1.646,-4.127,60.801,-421.662,60.801,-1.44,2000.0,68.61,247.0,4.35,29.00,33.35
212,343.44,1.648,-4.174,60.778,-420.015,60.778,-1.44,2000.0,68.67,247.2,4.40,28.95,33.35
213,345.09,1.648,-4.220,60.753,-418.368,60.753,-1.48,2000.0,68.67,247.2,4.50,28.90,33.40
214,346.73,1.649,-4.266,60.728,-416.720,60.728,-1.55,2000.0,68.74,247.5,4.55,28.80,33.35
215,348.39,1.651,-4.311,60.702,-415.069,60.702,-1.54,2000.0,68.83,247.8,4.60,28.75,33.35
216,350.04,1.652,-4.356,60.677,-413.418,60.677,-1.51,2000.0,68.86,247.9,4.65,28.70,33.35
217,351.69,1.653,-4.401,60.652,-411.765,60.652,-1.55,2000.0,68.91,248.1,4.70,28.65,33.35
218,353.35,1.654,-4.445,60.625,-410.112,60.625,-1.59,2000.0,68.96,248.2,4.80,28.60,33.40
219,355.00,1.656,-4.489,60.598,-408.456,60.598,-1.63,2000.0,69.03,248.5,4.85,22.00,26.85
220,356.66,1.657,-4.532,60.571,-406.800,60.571,-1.63,2000.0,69.07,248.6,4.90,21.65,26.55
221,358.32,1.658,-4.575,60.544,-405.142,60.544,-1.67,2000.0,69.12,248.8,4.95,21.30,26.25
222,359.98,1.660,-4.617,60.516,-403.483,60.516,-1.68,2000.0,69.19,249.1,5.00,20.95,25.95
223,361.64,1.661,-4.660,60.488,-401.823,60.488,-1.67,2000.0,69.24,249.3,5.05,20.60,25.65
224,363.30,1.663,-4.701,60.460,-400.161,60.460,-1.67,2000.0,69.30,249.5,5.15,20.25,25.40
225,364.96,1.664,-4.743,60.433,-398.498,60.433,-1.67,2000.0,69.35,249.6,5.20,19.90,25.10
226,366.63,1.665,-4.785,60.405,-396.834,60.405,-1.69,2000.0,69.39,249.8,5.25,19.55,24.80
227,368.30,1.666,-4.826,60.376,-395.168,60.376,-1.71,2000.0,69.45,250.0,5.30,19.20,24.50
228,369.96,1.667,-4.867,60.347,-393.502,60.347,-1.73,2000.0,69.50,250.2,5.35,18.85,24.20
229,371.63,1.668,-4.908,60.318,-391.834,60.318,-1.77,2000.0,69.54,250.3,5.40,18.50,23.90
230,373.30,1.670,-4.950,60.288,-390.165,60.288,-1.79,2000.0,69.59,250.5,5.45,18.10,23.55
231,374.97,1.671,-4.991,60.258,-388.495,60.258,-1.80,2000.0,69.66,250.8,5.50,17.75,23.25
232,376.65,1.673,-5.033,60.228,-386.823,60.228,-1.80,2000.0,69.71,251.0,5.55,17.40,22.95
233,378.32,1.673,-5.075,60.197,-385.151,60.197,-1.83,2000.0,69.73,251.0,5.60,17.05,22.65
234,379.99,1.674,-5.117,60.166,-383.477,60.166,-1.88,2000.0,69.80,251.3,5.70,16.70,22.40
235,381.67,1.676,-5.159,60.134,-381.802,60.134,-1.86,2000.0,69.85,251.5,5.75,16.35,22.10
236,383.35,1.677,-5.202,60.104,-380.125,60.104,-1.84,2000.0,69.92,251.7,5.80,16.00,21.80
237,385.03,1.679,-5.245,60.073,-378.447,60.073,-1.82,2000.0,69.98,251.9,5.85,15.95,21.80
238,386.70,1.680,-5.288,60.042,-376.768,60.042,-1.82,2000.0,70.00,252.0,5.90,15.85,21.75
