index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
27,42.56,1.576,-6.834,63.841,-717.747,63.841,-0.56,2000.0,46.33,166.8,2.00,2.00,4.00
28,44.13,1.576,-6.843,63.830,-716.092,63.830,-0.70,2000.0,46.40,167.0,2.00,2.00,4.00
29,45.71,1.576,-6.853,63.818,-714.278,63.818,-0.74,2000.0,46.48,167.3,2.00,2.00,4.00
30,47.29,1.576,-6.860,63.811,-713.105,63.811,-0.49,2000.0,46.53,167.5,2.00,2.00,4.00
31,48.86,1.576,-6.870,63.800,-711.386,63.800,-0.69,2000.0,46.61,167.8,2.00,2.00,4.00
32,50.44,1.576,-6.881,63.788,-709.486,63.788,-0.77,2000.0,46.70,168.1,2.00,2.00,4.00
33,52.01,1.576,-6.888,63.780,-708.365,63.780,-0.50,2000.0,46.74,168.3,2.00,2.00,4.00
34,53.59,1.576,-6.899,63.767,-706.638,63.767,-0.80,2000.0,46.82,168.5,2.00,2.00,4.00
35,55.17,1.576,-6.911,63.752,-704.731,63.752,-0.92,2000.0,46.90,168.8,2.00,2.00,4.00
36,56.74,1.576,-6.918,63.743,-703.622,63.743,-0.57,2000.0,46.95,169.0,2.00,2.00,4.00
37,58.32,1.576,-6.929,63.730,-701.956,63.730,-0.86,2000.0,47.03,169.3,2.00,2.00,4.00
38,59.90,1.576,-6.941,63.714,-700.058,63.714,-0.99,2000.0,47.12,169.6,2.00,2.00,4.00
39,61.47,1.576,-6.948,63.705,-698.962,63.705,-0.60,2000.0,47.17,169.8,2.00,2.00,4.00
40,63.05,1.576,-6.960,63.690,-697.173,63.690,-0.93,2000.0,47.24,170.1,2.00,2.00,4.00
41,64.62,1.576,-6.972,63.675,-695.270,63.675,-0.98,2000.0,47.32,170.4,2.00,2.00,4.00
42,66.20,1.576,-6.979,63.666,-694.200,63.666,-0.58,2000.0,47.36,170.5,2.00,2.00,4.00
43,67.78,1.576,-6.991,63.651,-692.422,63.651,-0.96,2000.0,47.45,170.8,2.00,2.00,4.00
44,69.35,1.576,-7.003,63.634,-690.520,63.634,-1.04,2000.0,47.53,171.1,2.00,2.00,4.00
45,70.93,1.576,-7.011,63.624,-689.436,63.624,-0.62,2000.0,47.57,171.3,2.00,2.00,4.00
46,72.50,1.576,-7.022,63.610,-687.762,63.610,-0.93,2000.0,47.64,171.5,2.00,2.00,4.00
47,74.08,1.576,-7.034,63.593,-685.860,63.593,-1.05,2000.0,47.72,171.8,2.00,2.00,4.00
48,75.66,1.576,-7.042,63.583,-684.752,63.583,-0.62,2000.0,47.77,172.0,2.00,2.00,4.00
49,77.23,1.576,-7.053,63.569,-682.983,63.569,-0.92,2000.0,47.85,172.2,2.00,2.00,4.00
50,78.81,1.576,-7.066,63.554,-681.079,63.554,-0.95,2000.0,47.93,172.5,2.00,2.00,4.00
51,80.39,1.576,-7.073,63.545,-679.968,63.545,-0.56,2000.0,47.97,172.7,2.00,2.00,4.00
52,81.96,1.576,-7.084,63.533,-678.268,63.533,-0.79,2000.0,48.04,173.0,2.00,2.00,4.00
53,83.54,1.576,-7.097,63.519,-676.367,63.519,-0.86,2000.0,48.12,173.2,2.00,2.00,4.00
54,85.11,1.576,-7.104,63.511,-675.179,63.511,-0.54,2000.0,48.17,173.4,2.00,2.00,4.00
55,86.69,1.576,-7.114,63.500,-673.586,63.500,-0.70,2000.0,48.23,173.6,2.00,2.00,4.00
56,88.27,1.576,-7.127,63.487,-671.684,63.487,-0.83,2000.0,48.31,173.9,2.00,2.00,4.00
57,89.84,1.576,-7.134,63.478,-670.474,63.478,-0.54,2000.0,48.35,174.1,2.00,2.00,4.00
58,91.42,1.576,-7.145,63.467,-668.815,63.467,-0.71,2000.0,48.42,174.3,2.00,2.00,4.00
59,93.00,1.576,-7.157,63.454,-666.910,63.454,-0.81,2000.0,48.50,174.6,2.00,2.00,4.00
60,94.57,1.576,-7.164,63.446,-665.668,63.446,-0.54,2000.0,48.55,174.8,2.00,2.00,4.00
61,96.15,1.576,-7.173,63.435,-664.175,63.435,-0.65,2000.0,48.61,175.0,2.00,2.00,4.00
62,97.72,1.576,-7.185,63.423,-662.277,63.423,-0.82,2000.0,48.68,175.2,2.00,2.00,4.00
63,99.30,1.576,-7.193,63.413,-660.857,63.413,-0.63,2000.0,48.74,175.5,2.00,2.00,4.00
64,100.88,1.576,-7.202,63.402,-659.435,63.402,-0.65,2000.0,48.79,175.6,2.00,2.00,4.00
65,102.45,1.576,-7.212,63.388,-657.531,63.388,-0.89,2000.0,48.87,175.9,2.00,2.00,4.00
66,104.03,1.576,-7.220,63.377,-656.135,63.377,-0.69,2000.0,48.92,176.1,2.00,2.00,4.00
67,105.60,1.576,-7.228,63.366,-654.683,63.366,-0.73,2000.0,48.98,176.3,2.00,2.00,4.00
68,107.18,1.576,-7.238,63.351,-652.788,63.351,-0.96,2000.0,49.05,176.6,2.00,2.00,4.00
69,108.76,1.576,-7.246,63.339,-651.314,63.339,-0.76,2000.0,49.11,176.8,2.00,2.00,4.00
70,110.33,1.576,-7.252,63.328,-650.076,63.328,-0.65,2000.0,49.16,177.0,2.00,2.00,4.00
71,111.91,1.576,-7.261,63.313,-648.175,63.313,-0.98,2000.0,49.23,177.2,2.00,2.00,4.00
72,113.49,1.576,-7.269,63.299,-646.493,63.299,-0.86,2000.0,49.30,177.5,2.00,2.00,4.00
73,115.06,1.576,-7.274,63.290,-645.324,63.290,-0.59,2000.0,49.33,177.6,2.00,2.00,4.00
74,116.64,1.576,-7.282,63.276,-643.425,63.276,-0.92,2000.0,49.35,177.7,2.00,2.00,4.00
75,118.21,1.576,-7.289,63.263,-641.764,63.263,-0.79,2000.0,49.33,177.6,2.00,2.00,4.00
76,119.79,1.576,-7.293,63.255,-640.720,63.255,-0.49,2000.0,49.31,177.5,2.00,2.00,4.00
77,121.37,1.576,-7.300,63.242,-638.827,63.242,-0.83,2000.0,49.28,177.4,2.00,2.00,4.00
78,122.94,1.576,-7.307,63.230,-636.932,63.230,-0.78,2000.0,49.25,177.3,2.00,2.00,4.00
79,124.52,1.576,-7.311,63.224,-635.955,63.224,-0.40,2000.0,49.24,177.3,2.00,2.00,4.00
80,126.10,1.576,-7.317,63.213,-634.092,63.213,-0.69,2000.0,49.21,177.1,2.00,2.00,4.00
81,127.67,1.576,-7.323,63.202,-632.190,63.202,-0.67,2000.0,49.18,177.0,2.00,2.00,4.00
82,129.25,1.576,-7.326,63.196,-631.105,63.196,-0.38,2000.0,49.26,177.4,2.00,2.00,4.00
83,130.82,1.576,-7.330,63.188,-629.447,63.188,-0.53,2000.0,49.39,177.8,2.00,2.00,4.00
84,132.40,1.576,-7.335,63.179,-627.535,63.179,-0.59,2000.0,49.48,178.1,2.00,2.00,4.00
85,133.98,1.576,-7.338,63.173,-626.343,63.173,-0.38,2000.0,49.53,178.3,2.00,2.00,4.00
86,135.55,1.576,-7.342,63.165,-624.679,63.165,-0.51,2000.0,49.59,178.5,2.00,2.00,4.00
87,137.13,1.576,-7.345,63.155,-622.771,63.155,-0.60,2000.0,49.66,178.8,2.00,2.00,4.00
88,138.70,1.576,-7.348,63.148,-621.487,63.148,-0.43,2000.0,49.71,179.0,2.00,2.00,4.00
89,140.28,1.576,-7.350,63.141,-620.081,63.141,-0.49,2000.0,49.76,179.1,2.00,2.00,4.00
90,141.86,1.576,-7.353,63.130,-618.174,63.130,-0.70,2000.0,49.84,179.4,2.00,2.00,4.00
91,143.43,1.576,-7.355,63.120,-616.632,63.120,-0.60,2000.0,49.90,179.6,2.00,2.00,4.00
92,145.01,1.576,-7.357,63.111,-615.321,63.111,-0.55,2000.0,49.95,179.8,2.00,2.00,4.00
93,146.59,1.576,-7.359,63.099,-613.413,63.099,-0.82,2000.0,50.02,180.1,2.00,2.00,4.00
94,148.16,1.576,-7.360,63.087,-611.863,63.087,-0.71,2000.0,50.08,180.3,2.00,2.00,4.00
95,149.74,1.576,-7.361,63.078,-610.663,63.078,-0.58,2000.0,50.12,180.4,2.00,2.00,4.00
96,151.31,1.576,-7.362,63.064,-608.771,63.064,-0.91,2000.0,50.19,180.7,2.00,2.00,4.00
97,152.89,1.576,-7.363,63.050,-606.992,63.050,-0.89,2000.0,50.26,180.9,2.00,2.00,4.00
98,154.47,1.576,-7.363,63.041,-605.974,63.041,-0.55,2000.0,50.30,181.1,2.00,2.00,4.00
99,156.04,1.576,-7.364,63.026,-604.066,63.026,-1.01,2000.0,50.37,181.3,2.00,2.00,4.00
100,157.62,1.576,-7.364,63.010,-602.177,63.010,-1.01,2000.0,50.44,181.6,2.00,2.00,4.00
101,159.20,1.576,-7.364,63.001,-601.135,63.001,-0.58,2000.0,50.48,181.7,2.00,2.00,4.00
102,160.77,1.576,-7.363,62.986,-599.479,62.986,-0.89,2000.0,50.54,181.9,2.00,2.00,4.00
103,162.35,1.576,-7.363,62.970,-597.569,62.970,-1.02,2000.0,50.61,182.2,2.00,2.00,4.00
104,163.92,1.576,-7.362,62.960,-596.345,62.960,-0.66,2000.0,50.65,182.4,2.00,2.00,4.00
105,165.50,1.576,-7.361,62.947,-594.728,62.947,-0.84,2000.0,50.71,182.6,2.00,2.00,4.00
106,167.08,1.576,-7.360,62.932,-592.816,62.932,-0.96,2000.0,50.78,182.8,2.00,2.00,4.00
107,168.65,1.576,-7.359,62.921,-591.448,62.921,-0.69,2000.0,50.83,183.0,2.00,2.00,4.00
108,170.23,1.576,-7.358,62.910,-590.145,62.910,-0.67,2000.0,50.88,183.2,2.00,2.00,4.00
109,171.80,1.576,-7.357,62.895,-588.233,62.895,-0.96,2000.0,50.94,183.4,2.00,2.00,4.00
110,173.38,1.576,-7.355,62.882,-586.549,62.882,-0.86,2000.0,51.00,183.6,2.00,2.00,4.00
111,174.96,1.576,-7.354,62.872,-585.394,62.872,-0.62,2000.0,51.05,183.8,2.00,2.00,4.00
112,176.53,1.576,-7.352,62.856,-583.482,62.856,-1.02,2000.0,51.11,184.0,2.00,2.00,4.00
113,178.11,1.576,-7.350,62.841,-581.740,62.841,-0.95,2000.0,51.17,184.2,2.00,2.00,4.00
114,179.69,1.576,-7.348,62.832,-580.762,62.832,-0.57,2000.0,51.21,184.4,2.00,2.00,4.00
115,181.26,1.576,-7.346,62.815,-578.905,62.815,-1.04,2000.0,51.28,184.6,2.00,2.00,4.00
116,182.84,1.576,-7.343,62.798,-576.989,62.798,-1.08,2000.0,51.35,184.8,2.00,2.00,4.00
117,184.41,1.576,-7.341,62.788,-575.840,62.788,-0.67,2000.0,51.38,185.0,2.00,2.00,4.00
118,185.99,1.576,-7.339,62.774,-574.282,62.774,-0.90,2000.0,51.44,185.2,2.00,2.00,4.00
119,187.57,1.576,-7.336,62.757,-572.397,62.757,-1.07,2000.0,51.50,185.4,2.00,2.00,4.00
120,189.14,1.576,-7.333,62.743,-570.920,62.743,-0.85,2000.0,51.56,185.6,2.00,2.00,4.00
121,190.72,1.576,-7.331,62.731,-569.578,62.731,-0.77,2000.0,51.60,185.8,2.00,2.00,4.00
122,192.29,1.576,-7.328,62.715,-567.732,62.715,-1.05,2000.0,51.67,186.0,2.00,2.00,4.00
123,193.87,1.576,-7.325,62.699,-566.089,62.699,-0.96,2000.0,51.72,186.2,2.00,2.00,4.00
124,195.45,1.576,-7.322,62.689,-564.964,62.689,-0.68,2000.0,51.76,186.3,2.00,2.00,4.00
125,197.02,1.576,-7.319,62.671,-563.080,62.671,-1.13,2000.0,51.83,186.6,2.00,2.00,4.00
126,198.60,1.576,-7.315,62.653,-561.183,62.653,-1.16,2000.0,51.89,186.8,2.00,2.00,4.00
127,200.18,1.576,-7.313,62.642,-560.180,62.642,-0.67,2000.0,51.93,186.9,2.00,2.00,4.00
128,201.75,1.576,-7.310,62.624,-558.431,62.624,-1.16,2000.0,51.98,187.1,2.00,2.00,4.00
129,203.33,1.576,-7.306,62.604,-556.548,62.604,-1.27,2000.0,52.05,187.4,2.00,2.00,4.00
130,204.90,1.576,-7.304,62.589,-555.240,62.589,-0.92,2000.0,52.09,187.5,2.00,2.00,4.00
131,206.48,1.576,-7.302,62.573,-553.796,62.573,-1.03,2000.0,52.14,187.7,2.00,2.00,4.00
132,208.06,1.576,-7.298,62.552,-551.907,62.552,-1.34,2000.0,52.21,188.0,2.00,2.00,4.00
133,209.63,1.576,-7.296,62.535,-550.395,62.535,-1.10,2000.0,52.26,188.1,2.00,2.00,4.00
134,211.21,1.576,-7.294,62.520,-549.154,62.520,-0.92,2000.0,52.30,188.3,2.00,2.00,4.00
135,212.79,1.576,-7.292,62.499,-547.272,62.499,-1.34,2000.0,52.36,188.5,2.00,2.00,4.00
136,214.36,1.576,-7.290,62.479,-545.442,62.479,-1.30,2000.0,52.43,188.7,2.00,2.00,4.00
137,215.94,1.576,-7.289,62.467,-544.466,62.467,-0.72,2000.0,52.46,188.8,2.00,2.00,4.00
138,217.51,1.576,-7.287,62.447,-542.642,62.447,-1.27,2000.0,52.52,189.1,2.00,2.00,4.00
139,219.09,1.576,-7.286,62.427,-540.761,62.427,-1.31,2000.0,52.58,189.3,2.00,2.00,4.00
140,220.67,1.576,-7.286,62.412,-539.506,62.412,-0.89,2000.0,52.62,189.4,2.00,2.00,4.00
141,222.24,1.576,-7.286,62.396,-538.018,62.396,-1.04,2000.0,52.67,189.6,2.00,2.00,4.00
142,223.82,1.576,-7.286,62.375,-536.119,62.375,-1.32,2000.0,52.73,189.8,2.00,2.00,4.00
143,225.39,1.576,-7.286,62.359,-534.642,62.359,-1.05,2000.0,52.78,190.0,2.00,2.00,4.00
144,226.97,1.576,-7.287,62.344,-533.397,62.344,-0.91,2000.0,52.82,190.2,2.00,2.00,4.00
145,228.55,1.576,-7.289,62.323,-531.517,62.323,-1.36,2000.0,52.88,190.4,2.00,2.00,4.00
146,230.12,1.576,-7.291,62.302,-529.669,62.302,-1.35,2000.0,52.94,190.6,2.00,2.00,4.00
147,231.70,1.576,-7.292,62.290,-528.689,62.290,-0.75,2000.0,52.97,190.7,2.00,2.00,4.00
148,233.28,1.576,-7.295,62.269,-526.899,62.269,-1.32,2000.0,53.04,190.9,2.00,2.00,4.00
149,234.85,1.576,-7.299,62.247,-525.021,62.247,-1.39,2000.0,53.09,191.1,2.00,2.00,4.00
150,236.43,1.576,-7.301,62.231,-523.709,62.231,-0.98,2000.0,53.14,191.3,2.00,2.00,4.00
151,238.00,1.576,-7.305,62.215,-522.285,62.215,-1.05,2000.0,53.18,191.5,2.00,2.00,4.00
152,239.58,1.576,-7.310,62.193,-520.363,62.193,-1.37,2000.0,53.25,191.7,2.00,2.00,4.00
153,241.16,1.576,-7.314,62.176,-518.821,62.176,-1.10,2000.0,53.29,191.8,2.00,2.00,4.00
154,242.73,1.576,-7.318,62.163,-517.685,62.163,-0.82,2000.0,53.33,192.0,2.00,2.00,4.00
155,244.31,1.576,-7.324,62.143,-515.807,62.143,-1.31,2000.0,53.39,192.2,2.00,2.00,4.00
156,245.89,1.576,-7.331,62.122,-513.898,62.122,-1.31,2000.0,53.45,192.4,2.00,2.00,4.00
157,247.46,1.576,-7.335,62.110,-512.848,62.110,-0.75,2000.0,53.48,192.5,2.00,2.00,4.00
158,249.04,1.576,-7.341,62.092,-511.205,62.092,-1.14,2000.0,53.53,192.7,2.00,2.00,4.00
159,250.61,1.576,-7.349,62.071,-509.328,62.071,-1.32,2000.0,53.59,192.9,2.00,2.00,4.00
160,252.19,1.576,-7.356,62.055,-507.848,62.055,-1.06,2000.0,53.64,193.1,2.00,2.00,4.00
161,253.77,1.576,-7.362,62.040,-506.547,62.040,-0.95,2000.0,53.67,193.2,2.00,2.00,4.00
162,255.34,1.576,-7.372,62.018,-504.623,62.018,-1.38,2000.0,53.73,193.4,2.00,2.00,4.00
163,256.92,1.576,-7.380,61.999,-502.942,61.999,-1.23,2000.0,53.79,193.6,2.00,2.00,4.00
164,258.49,1.576,-7.385,61.987,-501.966,61.987,-0.76,2000.0,53.82,193.7,2.00,2.00,4.00
165,260.07,1.576,-7.396,61.965,-500.082,61.965,-1.40,2000.0,53.87,193.9,2.00,2.00,4.00
166,261.65,1.576,-7.407,61.942,-498.161,61.942,-1.42,2000.0,53.93,194.2,2.00,2.00,4.00
167,263.22,1.576,-7.414,61.928,-496.950,61.928,-0.92,2000.0,53.97,194.3,2.00,2.00,4.00
168,264.80,1.576,-7.422,61.911,-495.540,61.911,-1.05,2000.0,54.01,194.4,2.00,2.00,4.00
169,266.38,1.576,-7.434,61.889,-493.618,61.889,-1.42,2000.0,54.07,194.7,2.00,2.00,4.00
170,267.95,1.576,-7.445,61.869,-491.929,61.869,-1.25,2000.0,54.12,194.8,2.00,2.00,4.00
171,269.53,1.576,-7.452,61.856,-490.821,61.856,-0.85,2000.0,54.15,195.0,2.00,2.00,4.00
172,271.10,1.576,-7.465,61.833,-488.899,61.833,-1.42,2000.0,54.21,195.2,2.00,2.00,4.00
173,272.68,1.576,-7.477,61.813,-487.135,61.813,-1.30,2000.0,54.26,195.3,2.00,2.00,4.00
174,274.26,1.576,-7.484,61.799,-485.998,61.799,-0.88,2000.0,54.29,195.5,2.00,2.00,4.00
175,275.83,1.576,-7.496,61.778,-484.329,61.778,-1.30,2000.0,54.35,195.6,2.00,2.00,4.00
176,277.41,1.576,-7.509,61.754,-482.406,61.754,-1.52,2000.0,54.40,195.8,2.00,2.00,4.00
177,278.99,1.576,-7.519,61.736,-480.965,61.736,-1.18,2000.0,54.44,196.0,2.00,2.00,4.00
178,280.56,1.576,-7.527,61.720,-479.793,61.720,-0.99,2000.0,54.48,196.1,2.00,2.00,4.00
179,282.14,1.576,-7.540,61.695,-477.870,61.695,-1.61,2000.0,54.54,196.3,2.00,2.00,4.00
180,283.71,1.576,-7.552,61.668,-475.958,61.668,-1.71,2000.0,54.59,196.5,2.00,2.00,4.00
181,285.29,1.576,-7.559,61.654,-474.949,61.654,-0.91,2000.0,54.62,196.6,2.00,2.00,4.00
182,286.87,1.576,-7.570,61.631,-473.270,61.631,-1.46,2000.0,54.67,196.8,2.00,2.00,4.00
183,288.44,1.576,-7.581,61.606,-471.461,61.606,-1.56,2000.0,54.72,197.0,2.00,2.00,4.00
184,290.02,1.576,-7.587,61.593,-470.513,61.593,-0.82,2000.0,54.75,197.1,2.00,2.00,4.00
185,291.59,1.576,-7.598,61.568,-468.708,61.568,-1.59,2000.0,54.80,197.3,2.00,2.00,4.00
186,293.17,1.576,-7.608,61.543,-466.836,61.543,-1.59,2000.0,54.85,197.5,2.00,2.00,4.00
187,294.75,1.576,-7.619,61.519,-464.957,61.519,-1.56,2000.0,54.91,197.7,2.00,2.00,4.00
188,296.32,1.576,-7.624,61.506,-463.973,61.506,-0.78,2000.0,54.93,197.8,2.00,2.00,4.00
189,297.90,1.576,-7.632,61.484,-462.276,61.484,-1.39,2000.0,54.99,197.9,2.00,2.00,4.00
190,299.48,1.576,-7.640,61.460,-460.404,61.460,-1.54,2000.0,55.03,198.1,2.00,2.00,4.00
191,301.05,1.576,-7.646,61.441,-458.917,61.441,-1.24,2000.0,55.08,198.3,2.00,2.00,4.00
192,302.63,1.576,-7.651,61.424,-457.640,61.424,-1.08,2000.0,55.11,198.4,2.00,2.00,4.00
193,304.20,1.576,-7.658,61.398,-455.710,61.398,-1.60,2000.0,55.17,198.6,2.00,2.00,4.00
194,305.78,1.576,-7.663,61.375,-453.969,61.375,-1.48,2000.0,55.21,198.8,2.00,2.00,4.00
195,307.36,1.576,-7.665,61.361,-453.004,61.361,-0.89,2000.0,55.24,198.9,2.00,2.00,4.00
196,308.93,1.576,-7.669,61.336,-451.218,61.336,-1.56,2000.0,55.29,199.0,2.00,2.00,4.00
197,310.51,1.576,-7.672,61.309,-449.291,61.309,-1.69,2000.0,55.34,199.2,2.00,2.00,4.00
198,312.09,1.576,-7.673,61.290,-447.938,61.290,-1.22,2000.0,55.38,199.4,2.00,2.00,4.00
199,313.66,1.576,-7.674,61.272,-446.693,61.272,-1.15,2000.0,55.41,199.5,2.00,2.00,4.00
200,315.24,1.576,-7.674,61.245,-444.767,61.245,-1.74,2000.0,55.47,199.7,2.00,2.00,4.00
201,316.81,1.576,-7.674,61.217,-442.862,61.217,-1.73,2000.0,55.52,199.9,2.00,2.00,4.00
202,318.39,1.576,-7.673,61.203,-441.887,61.203,-0.92,2000.0,55.54,200.0,2.00,2.00,4.00
203,319.97,1.576,-7.670,61.179,-440.249,61.179,-1.49,2000.0,55.59,200.1,2.00,2.00,4.00
204,321.54,1.576,-7.667,61.152,-438.319,61.152,-1.74,2000.0,55.64,200.3,2.00,2.00,4.00
205,323.12,1.576,-7.663,61.132,-436.912,61.132,-1.29,2000.0,55.68,200.4,2.00,2.00,4.00
206,324.69,1.576,-7.659,61.113,-435.636,61.113,-1.17,2000.0,55.71,200.6,2.00,2.00,4.00
207,326.27,1.576,-7.652,61.087,-433.768,61.087,-1.66,2000.0,55.76,200.7,2.00,2.00,4.00
208,327.85,1.576,-7.645,61.061,-431.878,61.061,-1.68,2000.0,55.81,200.9,2.00,2.00,4.00
209,329.42,1.576,-7.640,61.046,-430.852,61.046,-0.95,2000.0,55.83,201.0,2.00,2.00,4.00
210,331.00,1.576,-7.631,61.023,-429.247,61.023,-1.43,2000.0,55.88,201.2,2.00,2.00,4.00
211,332.58,1.576,-7.620,60.997,-427.365,60.997,-1.68,2000.0,55.93,201.3,2.00,2.00,4.00
212,334.15,1.576,-7.610,60.974,-425.763,60.974,-1.44,2000.0,55.97,201.5,2.00,2.00,4.00
213,335.73,1.576,-7.601,60.957,-424.593,60.957,-1.07,2000.0,56.00,201.6,2.00,2.00,4.00
214,337.30,1.576,-7.586,60.930,-422.669,60.930,-1.71,2000.0,56.05,201.8,2.00,2.00,4.00
215,338.88,1.576,-7.572,60.906,-420.927,60.906,-1.55,2000.0,56.10,201.9,2.00,2.00,4.00
216,340.46,1.576,-7.562,60.889,-419.801,60.889,-1.04,2000.0,56.12,202.0,2.00,2.00,4.00
217,342.03,1.576,-7.547,60.866,-418.155,60.866,-1.49,2000.0,56.17,202.2,2.00,2.00,4.00
218,343.61,1.576,-7.528,60.839,-416.256,60.839,-1.72,2000.0,56.21,202.4,2.00,2.00,4.00
219,345.19,1.576,-7.511,60.816,-414.694,60.816,-1.43,2000.0,56.25,202.5,2.00,2.00,4.00
220,346.76,1.576,-7.499,60.800,-413.638,60.800,-1.01,2000.0,56.28,202.6,2.00,2.00,4.00
221,348.34,1.576,-7.477,60.772,-411.737,60.772,-1.78,2000.0,56.33,202.8,2.00,2.00,4.00
222,349.91,1.576,-7.454,60.744,-409.872,60.744,-1.79,2000.0,56.37,202.9,2.00,2.00,4.00
223,351.49,1.576,-7.437,60.724,-408.607,60.724,-1.25,2000.0,56.41,203.1,2.00,2.00,4.00
224,353.07,1.576,-7.418,60.702,-407.204,60.702,-1.39,2000.0,56.44,203.2,2.00,2.00,4.00
225,354.64,1.576,-7.391,60.672,-405.271,60.672,-1.90,2000.0,56.49,203.4,2.00,2.00,4.00
226,356.22,1.576,-7.366,60.646,-403.601,60.646,-1.68,2000.0,56.54,203.5,2.00,2.00,4.00
227,357.79,1.576,-7.351,60.629,-402.625,60.629,-1.03,2000.0,56.56,203.6,2.00,2.00,4.00
228,359.37,1.576,-7.322,60.600,-400.767,60.600,-1.88,2000.0,56.61,203.8,2.00,2.00,4.00
229,360.95,1.576,-7.289,60.569,-398.827,60.569,-1.96,2000.0,56.66,204.0,2.00,2.00,4.00
230,362.52,1.576,-7.266,60.547,-397.473,60.547,-1.38,2000.0,56.69,204.1,2.00,2.00,4.00
231,364.10,1.576,-7.244,60.527,-396.227,60.527,-1.30,2000.0,56.72,204.2,2.00,2.00,4.00
232,365.68,1.576,-7.209,60.495,-394.297,60.495,-1.98,2000.0,56.77,204.4,2.00,2.00,4.00
233,367.25,1.576,-7.173,60.464,-392.375,60.464,-2.00,2000.0,56.82,204.6,2.00,2.00,4.00
234,368.83,1.576,-7.154,60.447,-391.372,60.447,-1.09,2000.0,56.84,204.6,2.00,2.00,4.00
235,370.40,1.576,-7.121,60.420,-389.749,60.420,-1.72,2000.0,56.88,204.8,2.00,2.00,4.00
236,371.98,1.576,-7.083,60.388,-387.861,60.388,-2.01,2000.0,56.93,205.0,2.00,2.00,4.00
237,373.56,1.576,-7.051,60.360,-386.350,60.360,-1.75,2000.0,56.97,205.1,2.00,2.00,4.00
238,375.13,1.576,-7.028,60.341,-385.258,60.341,-1.24,2000.0,56.99,205.2,2.00,2.00,4.00
