index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
19,30.77,1.619,-4.494,63.805,-732.985,63.805,-0.55,2000.0,53.20,191.5,2.45,28.75,31.20
20,32.39,1.620,-4.496,63.795,-731.365,63.795,-0.56,2000.0,53.40,192.2,2.45,28.75,31.20
21,34.01,1.619,-4.498,63.786,-729.746,63.786,-0.59,2000.0,53.48,192.5,2.45,28.70,31.15
22,35.63,1.614,-4.499,63.776,-728.132,63.776,-0.61,2000.0,53.64,193.1,2.50,28.70,31.20
23,37.23,1.603,-4.500,63.766,-726.529,63.766,-0.64,2000.0,53.78,193.6,2.50,28.70,31.20
24,38.81,1.584,-4.501,63.755,-724.945,63.755,-0.66,2000.0,53.88,194.0,2.50,28.70,31.20
25,43.37,4.557,-4.500,63.722,-720.388,63.722,-0.73,2000.0,53.99,194.4,2.50,28.65,31.15
26,44.89,1.514,-4.498,63.711,-718.874,63.711,-0.76,2000.0,54.13,194.9,2.50,28.65,31.15
27,46.40,1.518,-4.494,63.700,-717.356,63.700,-0.72,2000.0,54.28,195.4,2.50,28.65,31.15
28,47.93,1.521,-4.490,63.690,-715.835,63.690,-0.64,2000.0,54.36,195.7,2.50,28.65,31.15
29,49.45,1.524,-4.485,63.680,-714.310,63.680,-0.65,2000.0,54.51,196.2,2.50,28.35,30.85
30,50.98,1.528,-4.479,63.671,-712.782,63.671,-0.58,2000.0,54.62,196.6,2.55,28.35,30.90
31,52.51,1.531,-4.472,63.663,-711.251,63.663,-0.55,2000.0,54.73,197.0,2.55,28.35,30.90
32,54.04,1.535,-4.464,63.655,-709.717,63.655,-0.52,2000.0,54.86,197.5,2.55,28.30,30.85
33,55.58,1.538,-4.455,63.647,-708.179,63.647,-0.54,2000.0,54.98,197.9,2.55,28.30,30.85
34,57.12,1.540,-4.446,63.637,-706.638,63.637,-0.64,2000.0,55.02,198.1,2.55,28.30,30.85
35,58.66,1.542,-4.437,63.624,-705.096,63.624,-0.81,2000.0,55.13,198.5,2.50,28.30,30.80
36,60.21,1.546,-4.427,63.611,-703.550,63.611,-0.88,2000.0,55.29,199.1,2.50,28.25,30.75
37,61.76,1.550,-4.416,63.598,-702.000,63.598,-0.84,2000.0,55.42,199.5,2.50,28.25,30.75
38,63.31,1.554,-4.405,63.585,-700.446,63.585,-0.79,2000.0,55.57,200.0,2.50,28.25,30.75
39,64.87,1.558,-4.393,63.574,-698.889,63.574,-0.72,2000.0,55.67,200.4,2.50,30.55,33.05
40,66.43,1.561,-4.381,63.563,-697.328,63.563,-0.72,2000.0,55.80,200.9,2.50,30.50,33.00
41,68.00,1.563,-4.368,63.551,-695.765,63.551,-0.75,2000.0,55.86,201.1,2.50,30.45,32.95
42,69.56,1.566,-4.355,63.538,-694.199,63.538,-0.84,2000.0,55.98,201.5,2.50,30.35,32.85
43,71.13,1.570,-4.342,63.525,-692.629,63.525,-0.86,2000.0,56.13,202.1,2.50,30.30,32.80
44,72.70,1.573,-4.328,63.511,-691.056,63.511,-0.85,2000.0,56.22,202.4,2.50,30.25,32.75
45,74.28,1.576,-4.314,63.497,-689.480,63.497,-0.89,2000.0,56.33,202.8,2.50,30.25,32.75
46,75.86,1.580,-4.300,63.483,-687.901,63.483,-0.91,2000.0,56.46,203.3,2.50,30.25,32.75
47,77.44,1.582,-4.285,63.468,-686.319,63.468,-0.91,2000.0,56.56,203.6,2.50,30.25,32.75
48,79.03,1.586,-4.270,63.454,-684.733,63.454,-0.88,2000.0,56.68,204.1,2.45,30.25,32.70
49,80.62,1.589,-4.255,63.442,-683.144,63.442,-0.80,2000.0,56.83,204.6,2.45,30.25,32.70
50,82.21,1.593,-4.240,63.431,-681.551,63.431,-0.67,2000.0,56.93,205.0,2.45,30.25,32.70
51,83.81,1.595,-4.225,63.422,-679.956,63.422,-0.58,2000.0,57.03,205.3,2.45,30.25,32.70
52,85.40,1.599,-4.210,63.413,-678.357,63.413,-0.56,2000.0,57.15,205.7,2.45,30.25,32.70
53,87.01,1.601,-4.195,63.404,-676.756,63.404,-0.56,2000.0,57.22,206.0,2.45,30.25,32.70
54,88.61,1.604,-4.181,63.394,-675.152,63.394,-0.60,2000.0,57.33,206.4,2.45,30.25,32.70
55,90.22,1.608,-4.166,63.385,-673.544,63.385,-0.61,2000.0,57.47,206.9,2.45,30.25,32.70
56,91.83,1.611,-4.151,63.375,-671.934,63.375,-0.59,2000.0,57.55,207.2,2.45,30.25,32.70
57,93.44,1.613,-4.137,63.365,-670.321,63.365,-0.63,2000.0,57.66,207.6,2.45,30.30,32.75
58,95.06,1.617,-4.122,63.355,-668.705,63.355,-0.63,2000.0,57.78,208.0,2.45,30.30,32.75
59,96.68,1.619,-4.108,63.344,-667.085,63.344,-0.63,2000.0,57.87,208.3,2.45,30.30,32.75
60,98.30,1.622,-4.094,63.334,-665.463,63.334,-0.64,2000.0,57.99,208.8,2.45,30.30,32.75
61,99.93,1.626,-4.081,63.324,-663.837,63.324,-0.63,2000.0,58.10,209.2,2.40,30.30,32.70
62,101.55,1.628,-4.067,63.313,-662.209,63.313,-0.64,2000.0,58.18,209.5,2.40,30.30,32.70
63,103.18,1.631,-4.054,63.302,-660.579,63.302,-0.70,2000.0,58.29,209.9,2.40,30.30,32.70
64,104.82,1.634,-4.042,63.291,-658.945,63.291,-0.70,2000.0,58.40,210.2,2.40,30.30,32.70
65,106.45,1.637,-4.030,63.278,-657.308,63.278,-0.75,2000.0,58.50,210.6,2.40,30.30,32.70
66,108.09,1.639,-4.018,63.265,-655.669,63.265,-0.80,2000.0,58.57,210.9,2.40,30.30,32.70
67,109.74,1.642,-4.007,63.250,-654.027,63.250,-0.89,2000.0,58.69,211.3,2.40,30.30,32.70
68,111.38,1.645,-3.996,63.236,-652.383,63.236,-0.88,2000.0,58.79,211.7,2.40,30.30,32.70
69,113.03,1.648,-3.987,63.221,-650.734,63.221,-0.88,2000.0,58.92,212.1,2.40,30.25,32.65
70,114.68,1.651,-3.978,63.208,-649.083,63.208,-0.83,2000.0,59.01,212.4,2.45,30.25,32.70
71,116.33,1.654,-3.970,63.194,-647.429,63.194,-0.81,2000.0,59.13,212.9,2.45,30.25,32.70
72,117.99,1.657,-3.963,63.181,-645.772,63.181,-0.79,2000.0,59.21,213.1,2.45,30.25,32.70
73,119.65,1.659,-3.957,63.168,-644.113,63.168,-0.83,2000.0,59.29,213.4,2.45,30.25,32.70
74,121.31,1.662,-3.952,63.154,-642.451,63.154,-0.82,2000.0,59.43,213.9,2.45,30.25,32.70
75,122.98,1.665,-3.947,63.141,-640.786,63.141,-0.75,2000.0,59.50,214.2,2.45,30.25,32.70
76,124.65,1.668,-3.944,63.130,-639.118,63.130,-0.70,2000.0,59.63,214.7,2.45,30.25,32.70
77,126.32,1.671,-3.941,63.119,-637.447,63.119,-0.60,2000.0,59.72,215.0,2.50,30.20,32.70
78,127.99,1.674,-3.938,63.110,-635.773,63.110,-0.56,2000.0,59.81,215.3,2.50,30.20,32.70
79,129.67,1.676,-3.936,63.101,-634.098,63.101,-0.53,2000.0,59.89,215.6,2.50,30.20,32.70
80,131.35,1.679,-3.935,63.093,-632.419,63.093,-0.51,2000.0,60.02,216.1,2.50,30.20,32.70
81,133.03,1.682,-3.933,63.085,-630.737,63.085,-0.46,2000.0,60.08,216.3,2.50,30.15,32.65
82,134.71,1.684,-3.931,63.077,-629.053,63.077,-0.47,2000.0,60.18,216.6,2.55,30.15,32.70
83,136.40,1.687,-3.930,63.069,-627.366,63.069,-0.47,2000.0,60.30,217.1,2.55,30.15,32.70
84,138.09,1.689,-3.928,63.061,-625.677,63.061,-0.46,2000.0,60.35,217.3,2.55,30.15,32.70
85,139.78,1.692,-3.925,63.052,-623.985,63.052,-0.52,2000.0,60.47,217.7,2.55,30.15,32.70
86,141.47,1.695,-3.922,63.043,-622.290,63.043,-0.53,2000.0,60.56,218.0,2.60,13.45,16.05
87,143.17,1.697,-3.919,63.034,-620.594,63.034,-0.58,2000.0,60.63,218.3,2.60,30.10,32.70
88,144.87,1.699,-3.915,63.023,-618.894,63.023,-0.64,2000.0,60.73,218.6,2.60,30.10,32.70
89,146.57,1.702,-3.910,63.012,-617.192,63.012,-0.66,2000.0,60.84,219.0,2.60,30.10,32.70
90,148.28,1.705,-3.904,63.000,-615.487,63.000,-0.69,2000.0,60.91,219.3,2.60,13.40,16.00
91,149.98,1.707,-3.898,62.987,-613.781,62.987,-0.75,2000.0,61.00,219.6,2.60,13.40,16.00
92,151.69,1.710,-3.891,62.974,-612.071,62.974,-0.77,2000.0,61.11,220.0,2.65,30.05,32.70
93,153.41,1.712,-3.883,62.961,-610.359,62.961,-0.77,2000.0,61.18,220.3,2.65,30.05,32.70
94,155.12,1.715,-3.873,62.947,-608.644,62.947,-0.78,2000.0,61.29,220.6,2.65,30.05,32.70
95,156.84,1.718,-3.863,62.934,-606.927,62.934,-0.76,2000.0,61.38,221.0,2.65,30.05,32.70
96,158.56,1.720,-3.852,62.921,-605.207,62.921,-0.78,2000.0,61.46,221.3,2.65,30.05,32.70
97,160.28,1.722,-3.839,62.907,-603.485,62.907,-0.79,2000.0,61.54,221.5,2.65,30.05,32.70
98,162.00,1.725,-3.826,62.893,-601.760,62.893,-0.81,2000.0,61.65,221.9,2.65,30.05,32.70
99,163.73,1.727,-3.810,62.879,-600.033,62.879,-0.79,2000.0,61.71,222.2,2.65,30.05,32.70
100,165.46,1.729,-3.794,62.866,-598.304,62.866,-0.80,2000.0,61.81,222.5,2.65,30.05,32.70
101,167.19,1.732,-3.776,62.852,-596.572,62.852,-0.76,2000.0,61.90,222.8,2.65,30.05,32.70
102,168.93,1.734,-3.757,62.839,-594.838,62.839,-0.74,2000.0,61.99,223.1,2.65,30.05,32.70
103,170.66,1.737,-3.736,62.827,-593.101,62.827,-0.70,2000.0,62.07,223.5,2.65,30.05,32.70
104,172.40,1.739,-3.715,62.816,-591.361,62.816,-0.68,2000.0,62.16,223.8,2.60,30.10,32.70
105,174.14,1.741,-3.691,62.803,-589.621,62.803,-0.71,2000.0,62.17,223.8,2.60,30.10,32.70
106,175.88,1.739,-3.667,62.790,-587.882,62.790,-0.75,2000.0,62.07,223.5,2.60,30.10,32.70
107,177.62,1.736,-3.642,62.777,-586.146,62.777,-0.79,2000.0,61.93,222.9,2.60,30.10,32.70
108,179.35,1.732,-3.616,62.763,-584.415,62.763,-0.80,2000.0,61.80,222.5,2.55,30.15,32.70
109,181.08,1.728,-3.589,62.748,-582.687,62.748,-0.84,2000.0,61.66,222.0,2.55,30.15,32.70
110,182.80,1.725,-3.561,62.734,-580.962,62.734,-0.85,2000.0,61.62,221.8,2.55,30.15,32.70
111,184.53,1.726,-3.533,62.719,-579.236,62.719,-0.85,2000.0,61.66,222.0,2.55,30.15,32.70
112,186.26,1.727,-3.505,62.704,-577.509,62.704,-0.87,2000.0,61.71,222.1,2.50,30.20,32.70
113,187.99,1.728,-3.475,62.688,-575.781,62.688,-0.93,2000.0,61.71,222.1,2.50,30.20,32.70
114,189.71,1.726,-3.446,62.672,-574.055,62.672,-0.90,2000.0,61.60,221.8,2.50,30.20,32.70
115,191.43,1.722,-3.416,62.657,-572.333,62.657,-0.89,2000.0,61.45,221.2,2.45,30.25,32.70
116,193.15,1.719,-3.386,62.641,-570.615,62.641,-0.89,2000.0,61.34,220.8,2.45,30.25,32.70
117,194.87,1.715,-3.356,62.625,-568.900,62.625,-0.96,2000.0,61.21,220.4,2.45,30.25,32.70
118,196.58,1.714,-3.325,62.609,-567.186,62.609,-0.95,2000.0,61.21,220.4,2.40,30.30,32.70
119,198.30,1.715,-3.294,62.593,-565.472,62.593,-0.93,2000.0,61.26,220.6,2.40,30.30,32.70
120,200.01,1.717,-3.263,62.576,-563.755,62.576,-0.95,2000.0,61.36,220.9,2.40,30.30,32.70
121,201.73,1.720,-3.232,62.560,-562.036,62.560,-0.95,2000.0,61.45,221.2,2.35,30.35,32.70
122,203.46,1.722,-3.201,62.543,-560.315,62.543,-1.00,2000.0,61.53,221.5,2.35,30.35,32.70
123,205.18,1.724,-3.170,62.524,-558.591,62.524,-1.08,2000.0,61.61,221.8,2.30,30.35,32.65
124,206.91,1.726,-3.138,62.504,-556.866,62.504,-1.17,2000.0,61.63,221.9,2.30,30.40,32.70
125,208.63,1.724,-3.107,62.484,-555.142,62.484,-1.19,2000.0,61.53,221.5,2.30,30.40,32.70
126,210.35,1.720,-3.075,62.463,-553.422,62.463,-1.20,2000.0,61.37,220.9,2.25,30.45,32.70
127,212.07,1.717,-3.044,62.443,-551.706,62.443,-1.16,2000.0,61.25,220.5,2.25,30.45,32.70
128,213.78,1.713,-3.014,62.423,-549.994,62.423,-1.18,2000.0,61.12,220.0,2.25,30.45,32.70
129,215.49,1.711,-2.983,62.403,-548.283,62.403,-1.16,2000.0,61.10,220.0,2.20,30.50,32.70
130,217.20,1.712,-2.953,62.384,-546.572,62.384,-1.14,2000.0,61.17,220.2,2.20,30.50,32.70
131,218.92,1.714,-2.923,62.365,-544.858,62.365,-1.09,2000.0,61.25,220.5,2.20,30.50,32.70
132,220.63,1.716,-2.895,62.347,-543.142,62.347,-1.06,2000.0,61.33,220.8,2.15,30.55,32.70
133,222.35,1.719,-2.866,62.329,-541.423,62.329,-1.01,2000.0,61.45,221.2,2.15,30.55,32.70
134,224.07,1.722,-2.839,62.313,-539.702,62.313,-0.96,2000.0,61.52,221.5,2.15,30.55,32.70
135,225.80,1.724,-2.813,62.296,-537.978,62.296,-0.97,2000.0,61.62,221.8,2.10,30.55,32.65
136,227.52,1.726,-2.788,62.279,-536.252,62.279,-0.97,2000.0,61.69,222.1,2.10,30.60,32.70
137,229.25,1.729,-2.765,62.262,-534.523,62.262,-0.99,2000.0,61.81,222.5,2.10,30.60,32.70
138,230.98,1.732,-2.743,62.245,-532.791,62.245,-0.99,1966.1,61.87,222.7,2.10,30.60,32.70
139,232.72,1.733,-2.722,62.227,-531.058,62.227,-1.02,1857.6,61.93,223.0,2.10,30.60,32.70
140,234.45,1.733,-2.703,62.209,-529.325,62.209,-1.04,1798.1,61.86,222.7,2.10,30.60,32.70
141,236.18,1.730,-2.686,62.191,-527.595,62.191,-1.06,1763.7,61.73,222.2,2.10,30.60,32.70
142,237.91,1.726,-2.670,62.173,-525.869,62.173,-1.07,1750.1,61.58,221.7,2.10,30.60,32.70
143,239.63,1.722,-2.657,62.155,-524.148,62.155,-1.04,1762.2,61.44,221.2,2.10,30.60,32.70
144,241.35,1.719,-2.645,62.136,-522.429,62.136,-1.07,1779.3,61.37,220.9,2.10,30.60,32.70
145,243.07,1.719,-2.634,62.117,-520.710,62.117,-1.09,1783.3,61.38,221.0,2.10,30.60,32.70
146,244.79,1.720,-2.626,62.098,-518.991,62.098,-1.11,1776.6,61.47,221.3,2.10,30.60,32.70
147,246.51,1.723,-2.619,62.080,-517.268,62.080,-1.08,1765.5,61.56,221.6,2.10,30.60,32.70
148,248.23,1.725,-2.613,62.061,-515.543,62.061,-1.06,1746.5,61.64,221.9,2.10,30.60,32.70
149,249.96,1.727,-2.610,62.043,-513.816,62.043,-1.08,1718.0,61.74,222.3,2.15,30.60,32.75
150,251.69,1.730,-2.608,62.024,-512.086,62.024,-1.07,1703.1,61.82,222.6,2.15,30.55,32.70
151,253.42,1.733,-2.607,62.006,-510.354,62.006,-1.07,1709.1,61.93,223.0,2.15,30.55,32.70
152,255.16,1.735,-2.609,61.988,-508.618,61.988,-1.06,1744.9,61.98,223.1,2.15,30.55,32.70
153,256.90,1.736,-2.612,61.968,-506.883,61.968,-1.10,1796.6,62.00,223.2,2.20,30.50,32.70
154,258.63,1.734,-2.618,61.949,-505.149,61.949,-1.10,1904.7,61.88,222.8,2.20,30.50,32.70
155,260.36,1.731,-2.625,61.931,-503.418,61.931,-1.08,2000.0,61.76,222.3,2.25,30.50,32.75
156,262.09,1.727,-2.633,61.911,-501.691,61.911,-1.14,2000.0,61.62,221.8,2.25,30.45,32.70
157,263.81,1.723,-2.642,61.891,-499.968,61.891,-1.19,2000.0,61.50,221.4,2.30,30.45,32.75
158,265.53,1.721,-2.653,61.869,-498.247,61.869,-1.24,2000.0,61.48,221.3,2.30,30.40,32.70
159,267.25,1.722,-2.665,61.848,-496.525,61.848,-1.22,2000.0,61.50,221.4,2.35,30.40,32.75
160,268.98,1.723,-2.678,61.827,-494.802,61.827,-1.25,2000.0,61.58,221.7,2.35,30.35,32.70
161,270.70,1.726,-2.692,61.806,-493.076,61.806,-1.21,2000.0,61.69,222.1,2.40,30.35,32.75
162,272.43,1.729,-2.706,61.786,-491.347,61.786,-1.16,2000.0,61.79,222.5,2.40,30.30,32.70
163,274.16,1.731,-2.722,61.766,-489.616,61.766,-1.14,2000.0,61.86,222.7,2.45,30.30,32.75
164,275.90,1.732,-2.739,61.746,-487.884,61.746,-1.17,2000.0,61.84,222.6,2.50,30.25,32.75
165,277.62,1.730,-2.757,61.725,-486.155,61.725,-1.16,2000.0,61.72,222.2,2.50,30.20,32.70
166,279.35,1.726,-2.777,61.706,-484.429,61.706,-1.15,2000.0,61.60,221.8,2.55,30.20,32.75
167,281.07,1.723,-2.797,61.685,-482.707,61.685,-1.22,2000.0,61.46,221.3,2.55,30.15,32.70
168,282.79,1.719,-2.818,61.663,-480.988,61.663,-1.28,2000.0,61.34,220.8,2.60,30.10,32.70
169,284.51,1.717,-2.839,61.639,-479.271,61.639,-1.37,2000.0,61.34,220.8,2.65,30.10,32.75
170,286.23,1.718,-2.862,61.615,-477.553,61.615,-1.41,2000.0,61.40,221.1,2.70,30.05,32.75
171,287.95,1.721,-2.885,61.591,-475.833,61.591,-1.40,2000.0,61.49,221.3,2.70,30.00,32.70
172,289.67,1.723,-2.910,61.567,-474.110,61.567,-1.39,2000.0,61.57,221.6,2.75,30.00,32.75
173,291.40,1.725,-2.935,61.543,-472.385,61.543,-1.39,2000.0,61.66,222.0,2.80,29.95,32.75
174,293.13,1.728,-2.961,61.519,-470.657,61.519,-1.39,2000.0,61.76,222.3,2.85,29.90,32.75
175,294.86,1.731,-2.988,61.495,-468.927,61.495,-1.37,2000.0,61.85,222.6,2.85,29.85,32.70
176,296.59,1.733,-3.016,61.471,-467.194,61.471,-1.35,2000.0,61.96,223.0,2.90,29.80,32.70
177,298.32,1.736,-3.044,61.449,-465.459,61.449,-1.31,2000.0,62.03,223.3,2.95,29.80,32.75
178,300.06,1.738,-3.074,61.426,-463.721,61.426,-1.31,2000.0,62.12,223.6,3.00,29.75,32.75
179,301.80,1.740,-3.103,61.403,-461.981,61.403,-1.31,2000.0,62.15,223.7,3.05,29.70,32.75
180,303.54,1.739,-3.133,61.380,-460.243,61.380,-1.32,2000.0,62.06,223.4,3.10,29.65,32.75
181,305.28,1.736,-3.164,61.357,-458.507,61.357,-1.35,2000.0,61.94,223.0,3.10,29.60,32.70
182,307.01,1.732,-3.194,61.332,-456.776,61.332,-1.42,2000.0,61.81,222.5,3.15,29.55,32.70
183,308.74,1.729,-3.225,61.306,-455.048,61.306,-1.52,2000.0,61.67,222.0,3.20,29.50,32.70
184,310.46,1.725,-3.256,61.279,-453.323,61.279,-1.55,2000.0,61.60,221.7,3.25,29.45,32.70
185,312.19,1.725,-3.287,61.252,-451.598,61.252,-1.61,2000.0,61.64,221.9,3.30,29.45,32.75
186,313.92,1.727,-3.319,61.224,-449.872,61.224,-1.60,2000.0,61.72,222.2,3.35,29.40,32.75
187,315.65,1.729,-3.350,61.197,-448.143,61.197,-1.57,2000.0,61.78,222.4,3.40,29.35,32.75
188,317.37,1.730,-3.382,61.170,-446.414,61.170,-1.56,2000.0,61.73,222.2,3.40,29.30,32.70
189,319.10,1.727,-3.414,61.144,-444.688,61.144,-1.53,2000.0,61.61,221.8,3.45,29.40,32.85
190,320.82,1.723,-3.445,61.118,-442.965,61.118,-1.51,2000.0,61.46,221.3,3.50,29.45,32.95
191,322.54,1.719,-3.477,61.092,-441.247,61.092,-1.50,2000.0,61.33,220.8,3.55,29.50,33.05
192,324.26,1.716,-3.508,61.066,-439.532,61.066,-1.52,2000.0,61.24,220.5,3.60,29.55,33.15
193,325.97,1.715,-3.540,61.039,-437.817,61.039,-1.56,2000.0,61.28,220.6,3.65,29.60,33.25
194,327.69,1.717,-3.571,61.013,-436.101,61.013,-1.52,2000.0,61.36,220.9,3.70,29.65,33.35
195,329.41,1.719,-3.602,60.988,-434.382,60.988,-1.46,2000.0,61.45,221.2,3.75,29.60,33.35
196,331.13,1.722,-3.633,60.963,-432.660,60.963,-1.42,2000.0,61.53,221.5,3.75,29.55,33.30
197,332.86,1.724,-3.663,60.939,-430.936,60.939,-1.41,2000.0,61.63,221.9,3.80,29.50,33.30
198,334.58,1.727,-3.693,60.915,-429.209,60.915,-1.38,2000.0,61.72,222.2,3.85,29.50,33.35
199,336.31,1.730,-3.722,60.891,-427.480,60.891,-1.39,2000.0,61.81,222.5,3.90,29.45,33.35
200,338.05,1.732,-3.751,60.867,-425.749,60.867,-1.40,2000.0,61.88,222.8,3.95,29.40,33.35
201,339.78,1.734,-3.780,60.842,-424.015,60.842,-1.43,2000.0,61.92,222.9,4.00,29.35,33.35
202,341.51,1.732,-3.808,60.818,-422.284,60.818,-1.40,2000.0,61.81,222.5,4.05,29.30,33.35
203,343.24,1.728,-3.835,60.794,-420.556,60.794,-1.40,2000.0,61.67,222.0,4.05,29.25,33.30
204,344.96,1.725,-3.862,60.769,-418.831,60.769,-1.46,2000.0,61.57,221.7,4.10,29.25,33.35
205,346.69,1.722,-3.888,60.742,-417.110,60.742,-1.56,2000.0,61.42,221.1,4.15,29.20,33.35
206,348.40,1.719,-3.914,60.715,-415.391,60.715,-1.56,2000.0,61.38,221.0,4.20,29.15,33.35
207,350.12,1.719,-3.941,60.689,-413.673,60.689,-1.51,2000.0,61.41,221.1,4.25,29.10,33.35
208,351.84,1.720,-3.967,60.662,-411.953,60.662,-1.56,2000.0,61.48,221.3,4.30,29.05,33.35
209,353.57,1.722,-3.994,60.635,-410.231,60.635,-1.59,2000.0,61.52,221.5,4.30,29.05,33.35
210,355.29,1.722,-4.021,60.607,-408.510,60.607,-1.61,2000.0,61.45,221.2,4.35,22.45,26.80
211,357.01,1.719,-4.048,60.580,-406.791,60.580,-1.60,2000.0,61.34,220.8,4.40,22.10,26.50
212,358.72,1.715,-4.075,60.552,-405.076,60.552,-1.63,2000.0,61.20,220.3,4.45,21.75,26.20
213,360.43,1.711,-4.103,60.524,-403.365,60.524,-1.62,2000.0,61.06,219.8,4.50,21.40,25.90
214,362.14,1.709,-4.132,60.496,-401.657,60.496,-1.62,2000.0,61.01,219.7,4.55,21.05,25.60
215,363.85,1.709,-4.160,60.468,-399.948,60.468,-1.63,2000.0,61.06,219.8,4.60,20.70,25.30
216,365.56,1.711,-4.190,60.440,-398.238,60.440,-1.65,2000.0,61.14,220.1,4.65,20.35,25.00
217,367.28,1.713,-4.220,60.411,-396.525,60.411,-1.68,2000.0,61.22,220.4,4.65,20.00,24.65
218,368.99,1.716,-4.250,60.382,-394.810,60.382,-1.72,2000.0,61.32,220.8,4.70,19.65,24.35
219,370.71,1.718,-4.281,60.352,-393.092,60.352,-1.75,2000.0,61.40,221.0,4.75,19.30,24.05
220,372.43,1.721,-4.312,60.321,-391.372,60.321,-1.81,2000.0,61.51,221.4,4.80,18.95,23.75
221,374.15,1.724,-4.344,60.290,-389.649,60.290,-1.79,2000.0,61.59,221.7,4.85,18.60,23.45
222,375.88,1.727,-4.376,60.259,-387.922,60.259,-1.79,2000.0,61.72,222.2,4.90,18.25,23.15
223,377.61,1.729,-4.409,60.228,-386.194,60.228,-1.78,2000.0,61.76,222.3,4.95,17.90,22.85
224,379.34,1.730,-4.442,60.196,-384.465,60.196,-1.85,2000.0,61.79,222.4,5.00,17.55,22.55
225,381.07,1.728,-4.475,60.165,-382.737,60.165,-1.83,2000.0,61.67,222.0,5.05,17.20,22.25
226,382.79,1.725,-4.508,60.133,-381.013,60.133,-1.82,2000.0,61.55,221.6,5.10,16.85,21.95
227,384.51,1.721,-4.541,60.102,-379.292,60.102,-1.83,2000.0,61.40,221.0,5.15,16.65,21.80
228,386.23,1.717,-4.574,60.071,-377.576,60.071,-1.81,2000.0,61.28,220.6,5.20,16.60,21.80
229,387.95,1.715,-4.607,60.039,-375.861,60.039,-1.86,2000.0,61.27,220.6,5.25,16.50,21.75
230,389.66,1.716,-4.639,60.007,-374.145,60.007,-1.85,2000.0,61.33,220.8,5.25,16.45,21.70
231,391.38,1.719,-4.672,59.976,-372.427,59.976,-1.79,2000.0,61.42,221.1,5.30,16.35,21.65
232,393.10,1.721,-4.704,59.947,-370.707,59.947,-1.71,2000.0,61.50,221.4,5.35,16.30,21.65
233,394.83,1.724,-4.737,59.919,-368.984,59.919,-1.65,2000.0,61.61,221.8,5.40,16.25,21.65
234,396.55,1.727,-4.769,59.891,-367.258,59.891,-1.60,2000.0,61.69,222.1,5.45,16.15,21.60
235,398.28,1.729,-4.801,59.864,-365.530,59.864,-1.58,2000.0,61.77,222.4,5.50,16.10,21.60
236,400.01,1.731,-4.833,59.837,-363.799,59.837,-1.57,2000.0,61.89,222.8,5.55,16.00,21.55
237,401.75,1.734,-4.864,59.810,-362.065,59.810,-1.54,2000.0,61.97,223.1,5.60,15.95,21.55
238,403.48,1.736,-4.896,59.783,-360.329,59.783,-1.55,2000.0,62.04,223.3,5.65,15.90,21.55
