index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
47,76.18,1.634,-4.371,63.472,-687.120,63.472,-0.88,2000.0,54.49,196.2,2.55,30.15,32.70
48,77.82,1.637,-4.363,63.458,-685.483,63.458,-0.88,2000.0,54.60,196.5,2.55,30.15,32.70
49,79.46,1.640,-4.354,63.445,-683.844,63.445,-0.79,2000.0,54.71,197.0,2.55,30.15,32.70
50,81.10,1.643,-4.344,63.434,-682.201,63.434,-0.69,2000.0,54.82,197.4,2.55,30.15,32.70
51,82.75,1.646,-4.334,63.424,-680.554,63.424,-0.57,2000.0,54.92,197.7,2.55,30.15,32.70
52,84.40,1.649,-4.322,63.415,-678.905,63.415,-0.56,2000.0,55.03,198.1,2.55,30.15,32.70
53,86.05,1.652,-4.311,63.406,-677.253,63.406,-0.56,2000.0,55.11,198.4,2.55,30.15,32.70
54,87.71,1.655,-4.298,63.395,-675.598,63.395,-0.62,2000.0,55.21,198.8,2.55,30.15,32.70
55,89.37,1.658,-4.286,63.385,-673.939,63.385,-0.64,2000.0,55.34,199.2,2.55,30.15,32.70
56,91.03,1.662,-4.273,63.374,-672.278,63.374,-0.62,2000.0,55.42,199.5,2.55,30.15,32.70
57,92.69,1.664,-4.260,63.364,-670.614,63.364,-0.64,2000.0,55.53,199.9,2.55,30.15,32.70
58,94.19,1.501,-4.248,63.354,-669.113,63.354,-0.66,2000.0,55.63,200.3,2.55,30.15,32.70
59,95.70,1.503,-4.237,63.344,-667.610,63.344,-0.63,2000.0,55.71,200.6,2.55,30.15,32.70
60,97.20,1.506,-4.225,63.335,-666.104,63.335,-0.64,2000.0,55.81,200.9,2.55,30.15,32.70
61,98.71,1.508,-4.214,63.325,-664.596,63.325,-0.63,2000.0,55.91,201.3,2.55,30.15,32.70
62,100.22,1.511,-4.203,63.316,-663.085,63.316,-0.63,2000.0,56.00,201.6,2.55,30.15,32.70
63,101.73,1.513,-4.192,63.306,-661.572,63.306,-0.65,2000.0,56.07,201.9,2.55,30.15,32.70
64,103.25,1.516,-4.181,63.295,-660.057,63.295,-0.71,2000.0,56.18,202.2,2.55,30.15,32.70
65,104.77,1.518,-4.171,63.284,-658.539,63.284,-0.71,2000.0,56.27,202.6,2.55,30.15,32.70
66,106.29,1.521,-4.161,63.273,-657.018,63.273,-0.77,2000.0,56.36,202.9,2.55,30.15,32.70
67,107.81,1.523,-4.151,63.260,-655.495,63.260,-0.81,2000.0,56.42,203.1,2.55,30.15,32.70
68,109.34,1.525,-4.141,63.247,-653.971,63.247,-0.90,2000.0,56.53,203.5,2.55,30.15,32.70
69,110.86,1.528,-4.132,63.233,-652.443,63.233,-0.88,2000.0,56.62,203.8,2.55,30.15,32.70
70,112.39,1.530,-4.123,63.220,-650.913,63.220,-0.88,2000.0,56.72,204.2,2.55,30.15,32.70
71,113.93,1.533,-4.114,63.207,-649.380,63.207,-0.82,2000.0,56.80,204.5,2.55,30.15,32.70
72,115.46,1.535,-4.106,63.195,-647.845,63.195,-0.80,2000.0,56.91,204.9,2.55,30.15,32.70
73,117.00,1.538,-4.098,63.183,-646.307,63.183,-0.79,2000.0,56.99,205.2,2.55,30.15,32.70
74,118.54,1.539,-4.090,63.170,-644.768,63.170,-0.80,2000.0,57.04,205.4,2.55,30.10,32.65
75,120.08,1.542,-4.082,63.157,-643.226,63.157,-0.85,2000.0,57.16,205.8,2.55,30.10,32.65
76,121.63,1.545,-4.074,63.145,-641.681,63.145,-0.78,2000.0,57.24,206.1,2.60,30.10,32.70
77,123.17,1.547,-4.067,63.134,-640.135,63.134,-0.72,2000.0,57.33,206.4,2.60,30.10,32.70
78,124.72,1.550,-4.059,63.124,-638.585,63.124,-0.66,2000.0,57.43,206.8,2.60,30.10,32.70
79,126.27,1.552,-4.052,63.115,-637.033,63.115,-0.57,2000.0,57.52,207.1,2.60,30.10,32.70
80,127.83,1.554,-4.045,63.107,-635.479,63.107,-0.54,2000.0,57.60,207.3,2.60,30.10,32.70
81,129.38,1.556,-4.038,63.099,-633.923,63.099,-0.51,2000.0,57.68,207.6,2.60,30.10,32.70
82,130.94,1.559,-4.031,63.091,-632.364,63.091,-0.50,2000.0,57.78,208.0,2.60,30.10,32.70
83,132.50,1.561,-4.024,63.084,-630.803,63.084,-0.45,2000.0,57.85,208.2,2.60,30.10,32.70
84,134.07,1.563,-4.017,63.077,-629.240,63.077,-0.47,2000.0,57.93,208.6,2.60,30.10,32.70
85,135.63,1.566,-4.010,63.069,-627.674,63.069,-0.48,2000.0,58.04,208.9,2.60,30.05,32.65
86,137.20,1.568,-4.003,63.062,-626.106,63.062,-0.46,2000.0,58.10,209.1,2.65,13.40,16.05
87,138.77,1.570,-3.996,63.054,-624.536,63.054,-0.52,2000.0,58.19,209.5,2.65,30.05,32.70
88,140.34,1.573,-3.989,63.045,-622.964,63.045,-0.54,2000.0,58.29,209.8,2.65,30.05,32.70
89,141.92,1.575,-3.982,63.037,-621.389,63.037,-0.55,2000.0,58.36,210.1,2.65,30.05,32.70
90,143.50,1.577,-3.975,63.027,-619.812,63.027,-0.61,2000.0,58.44,210.4,2.65,30.05,32.70
91,145.08,1.579,-3.968,63.017,-618.232,63.017,-0.64,2000.0,58.54,210.7,2.65,30.05,32.70
92,146.66,1.582,-3.961,63.007,-616.650,63.007,-0.67,2000.0,58.63,211.1,2.65,13.35,16.00
93,148.24,1.584,-3.954,62.996,-615.067,62.996,-0.69,2000.0,58.69,211.3,2.65,13.35,16.00
94,149.83,1.586,-3.947,62.984,-613.481,62.984,-0.75,2000.0,58.79,211.6,2.65,30.00,32.65
95,151.42,1.589,-3.940,62.971,-611.892,62.971,-0.77,2000.0,58.88,212.0,2.70,30.00,32.70
96,153.01,1.591,-3.933,62.959,-610.301,62.959,-0.76,2000.0,58.95,212.2,2.70,30.00,32.70
97,154.60,1.593,-3.925,62.947,-608.708,62.947,-0.78,2000.0,59.05,212.6,2.70,30.00,32.70
98,156.19,1.596,-3.917,62.935,-607.113,62.935,-0.77,2000.0,59.13,212.9,2.70,30.00,32.70
99,157.79,1.598,-3.910,62.922,-605.515,62.922,-0.78,2000.0,59.21,213.1,2.70,30.00,32.70
100,159.39,1.600,-3.901,62.909,-603.915,62.909,-0.79,2000.0,59.29,213.4,2.70,30.00,32.70
101,160.99,1.602,-3.893,62.896,-602.313,62.896,-0.81,2000.0,59.38,213.8,2.70,30.00,32.70
102,162.60,1.605,-3.884,62.884,-600.709,62.884,-0.81,2000.0,59.46,214.1,2.70,30.00,32.70
103,164.21,1.606,-3.875,62.871,-599.102,62.871,-0.80,2000.0,59.53,214.3,2.70,30.00,32.70
104,165.81,1.609,-3.866,62.858,-597.494,62.858,-0.80,2000.0,59.63,214.7,2.70,30.00,32.70
105,167.43,1.611,-3.856,62.846,-595.883,62.846,-0.76,2000.0,59.71,215.0,2.75,29.95,32.70
106,169.04,1.613,-3.846,62.834,-594.269,62.834,-0.73,2000.0,59.79,215.3,2.75,29.95,32.70
107,170.65,1.616,-3.836,62.822,-592.653,62.822,-0.70,2000.0,59.89,215.6,2.75,29.95,32.70
108,172.27,1.618,-3.825,62.811,-591.035,62.811,-0.69,2000.0,59.96,215.9,2.75,29.95,32.70
109,173.89,1.620,-3.814,62.799,-589.416,62.799,-0.74,2000.0,60.03,216.1,2.75,29.95,32.70
110,175.51,1.622,-3.803,62.787,-587.794,62.787,-0.77,2000.0,60.11,216.4,2.75,29.95,32.70
111,177.14,1.624,-3.792,62.774,-586.169,62.774,-0.81,2000.0,60.20,216.7,2.75,29.95,32.70
112,178.77,1.627,-3.781,62.761,-584.543,62.761,-0.81,2000.0,60.28,217.0,2.75,29.95,32.70
113,180.39,1.629,-3.769,62.747,-582.914,62.747,-0.83,2000.0,60.37,217.3,2.75,29.95,32.70
114,182.03,1.631,-3.758,62.734,-581.283,62.734,-0.82,2000.0,60.45,217.6,2.75,29.95,32.70
115,183.66,1.634,-3.746,62.720,-579.650,62.720,-0.82,2000.0,60.54,217.9,2.75,29.95,32.70
116,185.29,1.636,-3.735,62.706,-578.014,62.706,-0.85,2000.0,60.60,218.2,2.75,29.95,32.70
117,186.93,1.637,-3.723,62.691,-576.377,62.691,-0.92,2000.0,60.67,218.4,2.75,29.95,32.70
118,188.57,1.640,-3.711,62.676,-574.738,62.676,-0.94,2000.0,60.76,218.7,2.75,29.95,32.70
119,190.21,1.642,-3.699,62.660,-573.096,62.660,-0.93,2000.0,60.86,219.1,2.75,29.95,32.70
120,191.86,1.644,-3.688,62.645,-571.452,62.645,-0.94,2000.0,60.93,219.3,2.75,29.95,32.70
121,193.50,1.646,-3.676,62.629,-569.806,62.629,-0.98,2000.0,60.98,219.5,2.75,29.95,32.70
122,195.15,1.648,-3.664,62.612,-568.158,62.612,-1.03,2000.0,61.09,219.9,2.75,29.95,32.70
123,196.80,1.651,-3.652,62.595,-566.507,62.595,-0.99,2000.0,61.17,220.2,2.75,29.95,32.70
124,198.46,1.653,-3.640,62.579,-564.855,62.579,-0.98,2000.0,61.25,220.5,2.75,29.95,32.70
125,200.11,1.655,-3.627,62.563,-563.200,62.563,-0.97,2000.0,61.34,220.8,2.75,29.95,32.70
126,201.77,1.657,-3.615,62.547,-561.542,62.547,-0.97,2000.0,61.42,221.1,2.75,29.95,32.70
127,203.43,1.659,-3.603,62.530,-559.883,62.530,-1.04,2000.0,61.49,221.3,2.75,29.95,32.70
128,205.09,1.661,-3.590,62.511,-558.222,62.511,-1.14,2000.0,61.55,221.6,2.75,29.95,32.70
129,206.75,1.663,-3.577,62.491,-556.559,62.491,-1.22,2000.0,61.63,221.9,2.75,29.95,32.70
130,208.42,1.665,-3.564,62.470,-554.894,62.470,-1.22,2000.0,61.72,222.2,2.75,29.95,32.70
131,210.08,1.668,-3.551,62.450,-553.227,62.450,-1.22,2000.0,61.82,222.5,2.75,29.95,32.70
132,211.75,1.670,-3.538,62.431,-551.557,62.431,-1.17,2000.0,61.88,222.8,2.75,29.95,32.70
133,213.43,1.672,-3.524,62.411,-549.885,62.411,-1.17,2000.0,61.97,223.1,2.75,29.95,32.70
134,215.10,1.674,-3.510,62.392,-548.210,62.392,-1.12,2000.0,62.05,223.4,2.75,29.95,32.70
135,216.78,1.677,-3.496,62.374,-546.534,62.374,-1.10,2000.0,62.14,223.7,2.75,29.95,32.70
136,218.46,1.679,-3.481,62.356,-544.855,62.356,-1.08,2000.0,62.20,223.9,2.75,29.95,32.70
137,220.14,1.680,-3.466,62.338,-543.175,62.338,-1.07,2000.0,62.27,224.2,2.75,29.95,32.70
138,221.82,1.683,-3.451,62.320,-541.493,62.320,-1.06,2000.0,62.37,224.5,2.75,29.95,32.70
139,223.50,1.685,-3.436,62.303,-539.808,62.303,-1.00,2000.0,62.44,224.8,2.75,29.95,32.70
140,225.19,1.687,-3.420,62.286,-538.121,62.286,-1.03,2000.0,62.52,225.1,2.75,29.95,32.70
141,226.69,1.501,-3.406,62.270,-536.620,62.270,-1.04,2000.0,62.57,225.2,2.75,29.95,32.70
142,228.20,1.503,-3.391,62.254,-535.117,62.254,-1.06,2000.0,62.65,225.6,2.75,29.95,32.70
143,229.70,1.505,-3.377,62.238,-533.613,62.238,-1.06,2000.0,62.73,225.8,2.75,29.95,32.70
144,231.21,1.506,-3.362,62.222,-532.107,62.222,-1.04,2000.0,62.78,226.0,2.70,29.95,32.65
145,232.71,1.508,-3.347,62.206,-530.599,62.206,-1.07,2000.0,62.87,226.3,2.70,29.95,32.65
146,234.22,1.510,-3.332,62.190,-529.089,62.190,-1.06,2000.0,62.93,226.5,2.70,30.00,32.70
147,235.73,1.511,-3.316,62.174,-527.579,62.174,-1.05,2000.0,62.99,226.8,2.70,30.00,32.70
148,237.25,1.513,-3.301,62.159,-526.066,62.159,-1.04,2000.0,63.08,227.1,2.70,30.00,32.70
149,238.76,1.515,-3.285,62.143,-524.551,62.143,-1.00,2000.0,63.15,227.3,2.70,30.00,32.70
150,240.28,1.516,-3.269,62.128,-523.035,62.128,-0.99,2000.0,63.22,227.6,2.70,30.00,32.70
151,241.80,1.518,-3.253,62.113,-521.517,62.113,-1.01,2000.0,63.28,227.8,2.70,30.00,32.70
152,243.32,1.519,-3.237,62.097,-519.998,62.097,-1.04,2000.0,63.33,228.0,2.70,30.00,32.70
153,244.84,1.521,-3.221,62.081,-518.477,62.081,-1.05,2000.0,63.41,228.3,2.70,30.00,32.70
154,246.36,1.523,-3.204,62.065,-516.954,62.065,-1.03,2000.0,63.48,228.5,2.70,30.00,32.70
155,247.88,1.524,-3.188,62.050,-515.431,62.050,-1.03,2000.0,63.48,228.5,2.70,30.00,32.70
156,249.41,1.523,-3.171,62.033,-513.908,62.033,-1.08,2000.0,63.43,228.3,2.70,30.00,32.70
157,250.93,1.521,-3.154,62.017,-512.387,62.017,-1.09,2000.0,63.37,228.1,2.70,30.00,32.70
158,252.45,1.520,-3.137,62.000,-510.867,62.000,-1.10,2000.0,63.31,227.9,2.70,30.05,32.75
159,253.97,1.519,-3.121,61.983,-509.349,61.983,-1.11,2000.0,63.25,227.7,2.70,30.05,32.75
160,255.48,1.517,-3.103,61.966,-507.832,61.966,-1.11,2000.0,63.20,227.5,2.65,30.05,32.70
161,257.00,1.516,-3.086,61.948,-506.316,61.948,-1.17,2000.0,63.14,227.3,2.65,30.05,32.70
162,258.51,1.515,-3.069,61.931,-504.801,61.931,-1.14,2000.0,63.08,227.1,2.65,30.05,32.70
163,260.03,1.513,-3.052,61.915,-503.288,61.915,-1.09,2000.0,63.04,227.0,2.65,30.05,32.70
164,261.54,1.512,-3.035,61.898,-501.776,61.898,-1.12,2000.0,62.98,226.7,2.65,30.05,32.70
165,263.05,1.510,-3.018,61.881,-500.266,61.881,-1.10,2000.0,62.89,226.4,2.65,30.05,32.70
166,264.56,1.509,-3.001,61.864,-498.757,61.864,-1.13,2000.0,62.89,226.4,2.65,30.05,32.70
167,266.07,1.510,-2.983,61.847,-497.248,61.847,-1.12,2000.0,62.92,226.5,2.65,30.10,32.75
168,267.58,1.510,-2.966,61.830,-495.738,61.830,-1.12,2000.0,62.95,226.6,2.65,30.10,32.75
169,269.09,1.512,-2.949,61.813,-494.226,61.813,-1.11,2000.0,63.01,226.8,2.65,30.10,32.75
170,270.60,1.513,-2.931,61.797,-492.713,61.797,-1.08,2000.0,63.08,227.1,2.65,30.10,32.75
171,272.12,1.515,-2.914,61.781,-491.198,61.781,-1.05,2000.0,63.15,227.3,2.60,30.10,32.70
172,273.64,1.516,-2.896,61.765,-489.683,61.765,-1.06,2000.0,63.18,227.5,2.60,30.10,32.70
173,275.15,1.517,-2.878,61.748,-488.166,61.748,-1.12,2000.0,63.24,227.7,2.60,30.10,32.70
174,276.67,1.519,-2.860,61.731,-486.647,61.731,-1.13,2000.0,63.32,227.9,2.60,30.10,32.70
175,278.19,1.520,-2.843,61.714,-485.127,61.714,-1.13,2000.0,63.37,228.1,2.60,30.10,32.70
176,279.71,1.521,-2.825,61.696,-483.606,61.696,-1.15,2000.0,63.41,228.3,2.60,30.15,32.75
177,281.24,1.523,-2.807,61.677,-482.083,61.677,-1.24,2000.0,63.49,228.6,2.60,30.15,32.75
178,282.76,1.524,-2.789,61.658,-480.559,61.658,-1.26,2000.0,63.52,228.7,2.60,30.15,32.75
179,284.29,1.525,-2.771,61.638,-479.034,61.638,-1.33,2000.0,63.58,228.9,2.60,30.15,32.75
180,285.81,1.527,-2.753,61.617,-477.507,61.617,-1.34,2000.0,63.65,229.2,2.55,30.15,32.70
181,287.34,1.528,-2.735,61.597,-475.979,61.597,-1.32,2000.0,63.71,229.4,2.55,30.15,32.70
182,288.87,1.530,-2.717,61.577,-474.450,61.577,-1.30,2000.0,63.76,229.6,2.55,30.15,32.70
183,290.40,1.531,-2.699,61.557,-472.919,61.557,-1.31,2000.0,63.82,229.8,2.55,30.15,32.70
184,291.93,1.533,-2.681,61.537,-471.386,61.537,-1.31,2000.0,63.88,230.0,2.55,30.20,32.75
185,293.47,1.534,-2.663,61.517,-469.853,61.517,-1.31,2000.0,63.93,230.1,2.55,30.20,32.75
186,295.00,1.535,-2.645,61.497,-468.318,61.497,-1.31,2000.0,63.98,230.3,2.55,30.20,32.75
187,296.54,1.536,-2.627,61.477,-466.782,61.477,-1.30,2000.0,64.05,230.6,2.50,30.20,32.70
188,298.08,1.538,-2.609,61.458,-465.244,61.458,-1.27,2000.0,64.10,230.8,2.50,30.20,32.70
189,299.62,1.539,-2.591,61.438,-463.705,61.438,-1.27,2000.0,64.15,231.0,2.50,30.20,32.70
190,301.16,1.540,-2.573,61.418,-462.165,61.418,-1.28,2000.0,64.20,231.1,2.50,30.20,32.70
191,302.70,1.542,-2.555,61.398,-460.624,61.398,-1.29,2000.0,64.27,231.4,2.50,30.20,32.70
192,304.24,1.543,-2.538,61.378,-459.081,61.378,-1.29,2000.0,64.33,231.6,2.50,30.20,32.70
193,305.79,1.544,-2.520,61.358,-457.537,61.358,-1.34,2000.0,64.36,231.7,2.50,30.25,32.75
194,307.33,1.545,-2.503,61.336,-455.992,61.336,-1.39,2000.0,64.41,231.9,2.50,30.25,32.75
195,308.88,1.547,-2.486,61.314,-454.445,61.314,-1.46,2000.0,64.48,232.1,2.45,30.25,32.70
196,310.43,1.548,-2.469,61.291,-452.897,61.291,-1.47,2000.0,64.51,232.2,2.45,30.25,32.70
197,311.98,1.549,-2.452,61.268,-451.348,61.268,-1.52,2000.0,64.59,232.5,2.45,30.25,32.70
198,313.53,1.551,-2.436,61.244,-449.798,61.244,-1.51,2000.0,64.65,232.7,2.45,30.25,32.70
199,315.08,1.552,-2.420,61.221,-448.246,61.221,-1.49,2000.0,64.70,232.9,2.45,30.25,32.70
200,316.63,1.554,-2.405,61.198,-446.692,61.198,-1.51,2000.0,64.76,233.1,2.45,30.30,32.75
201,318.19,1.555,-2.390,61.174,-445.138,61.174,-1.49,2000.0,64.81,233.3,2.45,30.40,32.85
202,319.74,1.556,-2.376,61.151,-443.582,61.151,-1.48,2000.0,64.87,233.5,2.45,30.50,32.95
203,321.30,1.558,-2.362,61.129,-442.025,61.129,-1.46,2000.0,64.92,233.7,2.45,30.60,33.05
204,322.86,1.559,-2.349,61.105,-440.466,61.105,-1.48,2000.0,64.97,233.9,2.45,30.70,33.15
205,324.42,1.559,-2.337,61.082,-438.907,61.082,-1.49,2000.0,65.00,234.0,2.45,30.80,33.25
206,325.98,1.561,-2.326,61.059,-437.346,61.059,-1.51,2000.0,65.07,234.3,2.45,30.90,33.35
207,327.54,1.562,-2.315,61.036,-435.784,61.036,-1.44,2000.0,65.12,234.4,2.45,30.90,33.35
208,329.11,1.564,-2.306,61.014,-434.220,61.014,-1.41,2000.0,65.19,234.7,2.45,30.90,33.35
209,330.67,1.565,-2.298,60.992,-432.655,60.992,-1.37,2000.0,65.23,234.8,2.45,30.90,33.35
210,332.24,1.566,-2.290,60.971,-431.089,60.971,-1.37,2000.0,65.29,235.0,2.45,30.90,33.35
211,333.81,1.568,-2.284,60.950,-429.521,60.950,-1.35,2000.0,65.34,235.2,2.45,30.90,33.35
212,335.37,1.569,-2.279,60.929,-427.953,60.929,-1.34,2000.0,65.40,235.4,2.45,30.85,33.30
213,336.94,1.570,-2.274,60.907,-426.383,60.907,-1.35,2000.0,65.44,235.6,2.45,30.85,33.30
214,338.52,1.571,-2.271,60.886,-424.812,60.886,-1.37,2000.0,65.49,235.8,2.45,30.85,33.30
215,340.09,1.573,-2.269,60.865,-423.239,60.865,-1.35,2000.0,65.54,236.0,2.50,30.85,33.35
216,341.66,1.574,-2.268,60.843,-421.666,60.843,-1.35,2000.0,65.60,236.2,2.50,30.85,33.35
217,343.24,1.575,-2.268,60.822,-420.091,60.822,-1.38,2000.0,65.64,236.3,2.50,30.80,33.30
218,344.81,1.575,-2.269,60.799,-418.516,60.799,-1.46,2000.0,65.64,236.3,2.50,30.80,33.30
219,346.39,1.576,-2.271,60.774,-416.939,60.774,-1.55,2000.0,65.73,236.6,2.55,30.80,33.35
220,347.97,1.578,-2.274,60.750,-415.361,60.750,-1.51,2000.0,65.80,236.9,2.55,30.80,33.35
221,349.55,1.580,-2.279,60.727,-413.781,60.727,-1.48,2000.0,65.86,237.1,2.60,30.75,33.35
222,351.13,1.581,-2.284,60.703,-412.200,60.703,-1.50,2000.0,65.89,237.2,2.60,30.75,33.35
223,352.71,1.582,-2.290,60.679,-410.618,60.679,-1.55,2000.0,65.94,237.4,2.60,30.75,33.35
224,354.29,1.584,-2.298,60.654,-409.035,60.654,-1.56,2000.0,66.01,237.6,2.65,24.20,26.85
225,355.88,1.585,-2.307,60.629,-407.450,60.629,-1.56,2000.0,66.06,237.8,2.65,23.90,26.55
226,357.46,1.586,-2.317,60.605,-405.865,60.605,-1.56,2000.0,66.11,238.0,2.70,23.60,26.30
227,359.05,1.587,-2.328,60.580,-404.277,60.580,-1.58,2000.0,66.16,238.2,2.70,23.30,26.00
228,360.64,1.589,-2.340,60.554,-402.689,60.554,-1.58,2000.0,66.21,238.4,2.75,23.00,25.75
229,362.23,1.590,-2.354,60.529,-401.100,60.529,-1.60,2000.0,66.26,238.5,2.75,22.70,25.45
230,363.82,1.591,-2.368,60.503,-399.509,60.503,-1.61,2000.0,66.31,238.7,2.80,22.40,25.20
231,365.41,1.592,-2.384,60.477,-397.917,60.477,-1.65,1975.2,66.37,238.9,2.85,22.10,24.95
232,367.01,1.593,-2.402,60.450,-396.324,60.450,-1.70,1881.1,66.41,239.1,2.85,21.75,24.60
233,368.60,1.594,-2.420,60.422,-394.730,60.422,-1.78,1752.5,66.45,239.2,2.90,21.45,24.35
234,370.20,1.595,-2.440,60.392,-393.135,60.392,-1.86,1637.3,66.48,239.3,2.90,21.15,24.05
235,371.79,1.596,-2.461,60.362,-391.539,60.362,-1.89,1530.9,66.54,239.6,2.95,20.85,23.80
236,373.39,1.598,-2.485,60.332,-389.942,60.332,-1.85,1460.4,66.60,239.8,3.00,20.50,23.50
237,374.99,1.599,-2.510,60.303,-388.343,60.303,-1.83,1410.0,66.66,240.0,3.05,20.20,23.25
238,376.59,1.600,-2.537,60.274,-386.744,60.274,-1.80,1381.5,66.65,239.9,3.05,19.90,22.95
